Chromosome	Proportion	CN	Segment_location	Segment_length	Subgroup	Stage
chr3	-0.13953488372093	<2	146325000.5	449999	HER2+	DCIS
chr7	-0.0930232558139535	<2	145625000.5	1949999	HER2+	DCIS
chr6	-0.0697674418604651	<2	146350000.5	599999	HER2+	DCIS
chr1	-0.0232558139534884	<2	146525000.5	949999	HER2+	DCIS
chr7	-0.0930232558139535	<2	146800000.5	399999	HER2+	DCIS
chr4	-0.13953488372093	<2	146650000.5	799999	HER2+	DCIS
chr6	-0.0930232558139535	<2	146850000.5	399999	HER2+	DCIS
chr1	-0.0232558139534884	<2	147025000.5	49999	HER2+	DCIS
chr7	-0.0697674418604651	<2	147150000.5	299999	HER2+	DCIS
chr4	-0.13953488372093	<2	147175000.5	249999	HER2+	DCIS
chr7	-0.0697674418604651	<2	147375000.5	149999	HER2+	DCIS
chr7	-0.0697674418604651	<2	147475000.5	49999	HER2+	DCIS
chr3	-0.13953488372093	<2	147050000.5	999999	HER2+	DCIS
chr7	-0.0697674418604651	<2	147550000.5	99999	HER2+	DCIS
chr4	-0.162790697674419	<2	147750000.5	899999	HER2+	DCIS
chr7	-0.0697674418604651	<2	147900000.5	599999	HER2+	DCIS
chr7	-0.0930232558139535	<2	148225000.5	49999	HER2+	DCIS
chr4	-0.186046511627907	<2	148275000.5	149999	HER2+	DCIS
chr4	-0.209302325581395	<2	148375000.5	49999	HER2+	DCIS
chr7	-0.0930232558139535	<2	148375000.5	249999	HER2+	DCIS
chr2	-0.0465116279069767	<2	146925000.5	3449999	HER2+	DCIS
chr5	-0.232558139534884	<2	147500000.5	2599999	HER2+	DCIS
chr3	-0.13953488372093	<2	148225000.5	1349999	HER2+	DCIS
chr2	-0.0232558139534884	<2	148825000.5	349999	HER2+	DCIS
chr2	-0.0232558139534884	<2	149125000.5	249999	HER2+	DCIS
chr3	-0.13953488372093	<2	149150000.5	499999	HER2+	DCIS
chr3	-0.13953488372093	<2	149475000.5	149999	HER2+	DCIS
chr2	-0.0465116279069767	<2	149475000.5	449999	HER2+	DCIS
chr4	-0.186046511627907	<2	149150000.5	1499999	HER2+	DCIS
chr6	-0.116279069767442	<2	148550000.5	2999999	HER2+	DCIS
chr3	-0.13953488372093	<2	149850000.5	599999	HER2+	DCIS
chr2	-0.0232558139534884	<2	150050000.5	699999	HER2+	DCIS
chr6	-0.116279069767442	<2	150275000.5	449999	HER2+	DCIS
chr4	-0.162790697674419	<2	150225000.5	649999	HER2+	DCIS
chr5	-0.255813953488372	<2	149800000.5	1999999	HER2+	DCIS
chr2	-0.0232558139534884	<2	150775000.5	749999	HER2+	DCIS
chr6	-0.116279069767442	<2	150950000.5	899999	HER2+	DCIS
chr7	-0.0930232558139535	<2	149975000.5	2949999	HER2+	DCIS
chr4	-0.186046511627907	<2	151025000.5	949999	HER2+	DCIS
chr6	-0.116279069767442	<2	151500000.5	199999	HER2+	DCIS
chr5	-0.232558139534884	<2	151225000.5	849999	HER2+	DCIS
chr7	-0.0930232558139535	<2	151550000.5	199999	HER2+	DCIS
chr3	-0.13953488372093	<2	150925000.5	1549999	HER2+	DCIS
chr3	-0.13953488372093	<2	151725000.5	49999	HER2+	DCIS
chr3	-0.13953488372093	<2	151925000.5	349999	HER2+	DCIS
chr6	-0.13953488372093	<2	151875000.5	549999	HER2+	DCIS
chr7	-0.0930232558139535	<2	152000000.5	699999	HER2+	DCIS
chr3	-0.13953488372093	<2	152325000.5	449999	HER2+	DCIS
chr7	-0.0930232558139535	<2	152525000.5	349999	HER2+	DCIS
chr7	-0.0930232558139535	<2	152725000.5	49999	HER2+	DCIS
chr7	-0.0930232558139535	<2	152800000.5	99999	HER2+	DCIS
chr7	-0.0930232558139535	<2	152875000.5	49999	HER2+	DCIS
chr3	-0.13953488372093	<2	152825000.5	549999	HER2+	DCIS
chr4	-0.186046511627907	<2	152475000.5	1949999	HER2+	DCIS
chr4	-0.186046511627907	<2	153550000.5	199999	HER2+	DCIS
chr2	-0.0232558139534884	<2	152700000.5	3099999	HER2+	DCIS
chr3	-0.13953488372093	<2	153725000.5	1249999	HER2+	DCIS
chr3	-0.13953488372093	<2	154375000.5	49999	HER2+	DCIS
chr6	-0.116279069767442	<2	153450000.5	2599999	HER2+	DCIS
chr3	-0.13953488372093	<2	154575000.5	349999	HER2+	DCIS
chr7	-0.0930232558139535	<2	153900000.5	1999999	HER2+	DCIS
chr6	-0.116279069767442	<2	154825000.5	149999	HER2+	DCIS
chr6	-0.116279069767442	<2	155050000.5	299999	HER2+	DCIS
chr4	-0.162790697674419	<2	154500000.5	1699999	HER2+	DCIS
chr7	-0.0930232558139535	<2	155225000.5	649999	HER2+	DCIS
chr7	-0.0930232558139535	<2	155575000.5	49999	HER2+	DCIS
chr2	-0.0232558139534884	<2	155075000.5	1649999	HER2+	DCIS
chr5	-0.232558139534884	<2	153925000.5	4549999	HER2+	DCIS
chr6	-0.13953488372093	<2	155700000.5	999999	HER2+	DCIS
chr3	-0.13953488372093	<2	155625000.5	1749999	HER2+	DCIS
chr7	-0.0930232558139535	<2	156050000.5	899999	HER2+	DCIS
chr3	-0.13953488372093	<2	156525000.5	49999	HER2+	DCIS
chr7	-0.0930232558139535	<2	156550000.5	99999	HER2+	DCIS
chr7	-0.0930232558139535	<2	156625000.5	49999	HER2+	DCIS
chr6	-0.13953488372093	<2	156525000.5	649999	HER2+	DCIS
chr3	-0.162790697674419	<2	156700000.5	299999	HER2+	DCIS
chr3	-0.13953488372093	<2	156900000.5	99999	HER2+	DCIS
chr3	-0.13953488372093	<2	157075000.5	249999	HER2+	DCIS
chr2	-0.0232558139534884	<2	156600000.5	1399999	HER2+	DCIS
chr7	-0.0930232558139535	<2	157025000.5	749999	HER2+	DCIS
chr7	-0.0930232558139535	<2	157425000.5	49999	HER2+	DCIS
chr5	-0.232558139534884	<2	156950000.5	1499999	HER2+	DCIS
chr4	-0.186046511627907	<2	156600000.5	2499999	HER2+	DCIS
chr4	-0.162790697674419	<2	157900000.5	99999	HER2+	DCIS
chr6	-0.13953488372093	<2	157500000.5	1299999	HER2+	DCIS
chr4	-0.162790697674419	<2	158050000.5	199999	HER2+	DCIS
chr7	-0.0930232558139535	<2	157875000.5	849999	HER2+	DCIS
chr3	-0.13953488372093	<2	157850000.5	1299999	HER2+	DCIS
chr7	-0.0930232558139535	<2	158450000.5	299999	HER2+	DCIS
chr7	-0.0930232558139535	<2	158625000.5	49999	HER2+	DCIS
chr6	-0.13953488372093	<2	158575000.5	849999	HER2+	DCIS
chr6	-0.13953488372093	<2	159025000.5	49999	HER2+	DCIS
chr3	-0.13953488372093	<2	158900000.5	799999	HER2+	DCIS
chr7	-0.0930232558139535	<2	158997987	695972	HER2+	DCIS
chr4	-0.162790697674419	<2	158750000.5	1199999	HER2+	DCIS
chr5	-0.232558139534884	<2	158775000.5	2149999	HER2+	DCIS
chr6	-0.13953488372093	<2	159550000.5	999999	HER2+	DCIS
chr3	-0.116279069767442	<2	159925000.5	1249999	HER2+	DCIS
chr4	-0.162790697674419	<2	160000000.5	1299999	HER2+	DCIS
chr6	-0.13953488372093	<2	160450000.5	799999	HER2+	DCIS
chr6	-0.116279069767442	<2	160875000.5	49999	HER2+	DCIS
chr5	-0.232558139534884	<2	160475000.5	1249999	HER2+	DCIS
chr6	-0.116279069767442	<2	161025000.5	249999	HER2+	DCIS
chr6	-0.116279069767442	<2	161225000.5	149999	HER2+	DCIS
chr6	-0.116279069767442	<2	161325000.5	49999	HER2+	DCIS
chr5	-0.232558139534884	<2	161600000.5	999999	HER2+	DCIS
chr3	-0.116279069767442	<2	161400000.5	1699999	HER2+	DCIS
chr5	-0.209302325581395	<2	162175000.5	149999	HER2+	DCIS
chr6	-0.116279069767442	<2	161875000.5	1049999	HER2+	DCIS
chr4	-0.186046511627907	<2	161550000.5	1799999	HER2+	DCIS
chr3	-0.116279069767442	<2	162400000.5	299999	HER2+	DCIS
chr3	-0.0930232558139535	<2	162575000.5	49999	HER2+	DCIS
chr6	-0.116279069767442	<2	162675000.5	549999	HER2+	DCIS
chr4	-0.186046511627907	<2	162850000.5	799999	HER2+	DCIS
chr6	-0.116279069767442	<2	163100000.5	299999	HER2+	DCIS
chr6	-0.13953488372093	<2	163325000.5	149999	HER2+	DCIS
chr3	-0.0697674418604651	<2	163050000.5	899999	HER2+	DCIS
chr3	-0.0697674418604651	<2	163575000.5	149999	HER2+	DCIS
chr5	-0.209302325581395	<2	163225000.5	1949999	HER2+	DCIS
chr2	-0.0232558139534884	<2	161000000.5	7399999	HER2+	DCIS
chr3	-0.0697674418604651	<2	164200000.5	1099999	HER2+	DCIS
chr6	-0.13953488372093	<2	164175000.5	1549999	HER2+	DCIS
chr3	-0.0697674418604651	<2	165075000.5	649999	HER2+	DCIS
chr4	-0.209302325581395	<2	164500000.5	2499999	HER2+	DCIS
chr3	-0.0697674418604651	<2	165925000.5	1049999	HER2+	DCIS
chr3	-0.0697674418604651	<2	166475000.5	49999	HER2+	DCIS
chr6	-0.13953488372093	<2	165775000.5	1649999	HER2+	DCIS
chr5	-0.186046511627907	<2	165425000.5	2449999	HER2+	DCIS
chr4	-0.209302325581395	<2	166650000.5	1799999	HER2+	DCIS
chr6	-0.13953488372093	<2	167175000.5	1149999	HER2+	DCIS
chr2	-0.0232558139534884	<2	166325000.5	3249999	HER2+	DCIS
chr4	-0.232558139534884	<2	167850000.5	599999	HER2+	DCIS
chr3	-0.0697674418604651	<2	167350000.5	1699999	HER2+	DCIS
chr4	-0.232558139534884	<2	168175000.5	49999	HER2+	DCIS
chr3	-0.0697674418604651	<2	168625000.5	849999	HER2+	DCIS
chr4	-0.232558139534884	<2	168775000.5	1149999	HER2+	DCIS
chr4	-0.209302325581395	<2	169550000.5	399999	HER2+	DCIS
chr2	-0.0232558139534884	<2	168900000.5	1899999	HER2+	DCIS
chr1	-0.0232558139534884	<2	169675000.5	849999	HER2+	DCIS
chr3	-0.0697674418604651	<2	169800000.5	1499999	HER2+	DCIS
chr6	-0.13953488372093	<2	169175000.5	2849999	HER2+	DCIS
chr5	-0.186046511627907	<2	169250000.5	5199999	HER2+	DCIS
chr3	-0.0697674418604651	<2	171500000.5	1899999	HER2+	DCIS
chr4	-0.209302325581395	<2	171200000.5	2899999	HER2+	DCIS
chr3	-0.0930232558139535	<2	172600000.5	299999	HER2+	DCIS
chr4	-0.186046511627907	<2	172700000.5	99999	HER2+	DCIS
chr3	-0.0697674418604651	<2	172800000.5	99999	HER2+	DCIS
chr1	-0.0232558139534884	<2	172525000.5	849999	HER2+	DCIS
chr1	-0.0232558139534884	<2	172975000.5	49999	HER2+	DCIS
chr4	-0.209302325581395	<2	173125000.5	749999	HER2+	DCIS
chr1	-0.0465116279069767	<2	173425000.5	849999	HER2+	DCIS
chr1	-0.0232558139534884	<2	173875000.5	49999	HER2+	DCIS
chr3	-0.0697674418604651	<2	173425000.5	1149999	HER2+	DCIS
chr5	-0.186046511627907	<2	172950000.5	2199999	HER2+	DCIS
chr4	-0.209302325581395	<2	173850000.5	699999	HER2+	DCIS
chr1	-0.0232558139534884	<2	174200000.5	599999	HER2+	DCIS
chr1	-0.0232558139534884	<2	174525000.5	49999	HER2+	DCIS
chr3	-0.0697674418604651	<2	174400000.5	799999	HER2+	DCIS
chr3	-0.0697674418604651	<2	174825000.5	49999	HER2+	DCIS
chr1	-0.0232558139534884	<2	174825000.5	549999	HER2+	DCIS
chr4	-0.209302325581395	<2	174875000.5	1349999	HER2+	DCIS
chr1	-0.0232558139534884	<2	175375000.5	549999	HER2+	DCIS
chr5	-0.13953488372093	<2	174925000.5	1749999	HER2+	DCIS
chr3	-0.0697674418604651	<2	175325000.5	949999	HER2+	DCIS
chr1	-0.0232558139534884	<2	175925000.5	549999	HER2+	DCIS
chr4	-0.186046511627907	<2	175925000.5	749999	HER2+	DCIS
chr1	-0.0232558139534884	<2	176400000.5	399999	HER2+	DCIS
chr3	-0.0697674418604651	<2	176350000.5	1099999	HER2+	DCIS
chr5	-0.13953488372093	<2	176400000.5	1199999	HER2+	DCIS
chr3	-0.0930232558139535	<2	176975000.5	149999	HER2+	DCIS
chr5	-0.116279069767442	<2	177100000.5	199999	HER2+	DCIS
chr5	-0.116279069767442	<2	177225000.5	49999	HER2+	DCIS
chr4	-0.186046511627907	<2	176850000.5	1099999	HER2+	DCIS
chr5	-0.13953488372093	<2	177425000.5	349999	HER2+	DCIS
chr4	-0.186046511627907	<2	177500000.5	199999	HER2+	DCIS
chr2	-0.0232558139534884	<2	173750000.5	7799999	HER2+	DCIS
chr3	-0.13953488372093	<2	177400000.5	699999	HER2+	DCIS
chr4	-0.186046511627907	<2	177750000.5	299999	HER2+	DCIS
chr5	-0.13953488372093	<2	177775000.5	349999	HER2+	DCIS
chr1	-0.0232558139534884	<2	177325000.5	1449999	HER2+	DCIS
chr3	-0.116279069767442	<2	178000000.5	499999	HER2+	DCIS
chr4	-0.186046511627907	<2	178075000.5	349999	HER2+	DCIS
chr5	-0.162790697674419	<2	178100000.5	299999	HER2+	DCIS
chr3	-0.116279069767442	<2	178325000.5	149999	HER2+	DCIS
chr1	-0.0232558139534884	<2	178375000.5	649999	HER2+	DCIS
chr4	-0.186046511627907	<2	178550000.5	599999	HER2+	DCIS
chr5	-0.13953488372093	<2	178575000.5	649999	HER2+	DCIS
chr4	-0.186046511627907	<2	178950000.5	199999	HER2+	DCIS
chr4	-0.162790697674419	<2	179075000.5	49999	HER2+	DCIS
chr5	-0.116279069767442	<2	179200000.5	599999	HER2+	DCIS
chr3	-0.0930232558139535	<2	179525000.5	2249999	HER2+	DCIS
chr3	-0.116279069767442	<2	180675000.5	49999	HER2+	DCIS
chr1	-0.0232558139534884	<2	179800000.5	2199999	HER2+	DCIS
chr5	-0.116279069767442	<2	180375000.5	1749999	HER2+	DCIS
chr4	-0.162790697674419	<2	180200000.5	2199999	HER2+	DCIS
chr4	-0.162790697674419	<2	181400000.5	199999	HER2+	DCIS
chr3	-0.116279069767442	<2	181200000.5	999999	HER2+	DCIS
chr4	-0.162790697674419	<2	181600000.5	199999	HER2+	DCIS
chr3	-0.116279069767442	<2	181725000.5	49999	HER2+	DCIS
chr1	-0.0232558139534884	<2	181500000.5	1199999	HER2+	DCIS
chr3	-0.116279069767442	<2	182225000.5	949999	HER2+	DCIS
chr4	-0.162790697674419	<2	182375000.5	1349999	HER2+	DCIS
chr3	-0.116279069767442	<2	183125000.5	849999	HER2+	DCIS
chr3	-0.116279069767442	<2	183625000.5	149999	HER2+	DCIS
chr1	-0.0232558139534884	<2	183125000.5	2049999	HER2+	DCIS
chr4	-0.186046511627907	<2	183650000.5	1199999	HER2+	DCIS
chr1	-0.0232558139534884	<2	184225000.5	149999	HER2+	DCIS
chr1	-0.0465116279069767	<2	184625000.5	649999	HER2+	DCIS
chr3	-0.116279069767442	<2	184375000.5	1349999	HER2+	DCIS
chr4	-0.209302325581395	<2	184675000.5	849999	HER2+	DCIS
chr4	-0.232558139534884	<2	185200000.5	199999	HER2+	DCIS
chr3	-0.116279069767442	<2	185225000.5	349999	HER2+	DCIS
chr4	-0.232558139534884	<2	185375000.5	149999	HER2+	DCIS
chr3	-0.116279069767442	<2	185500000.5	199999	HER2+	DCIS
chr1	-0.0232558139534884	<2	185400000.5	899999	HER2+	DCIS
chr3	-0.116279069767442	<2	185775000.5	349999	HER2+	DCIS
chr4	-0.209302325581395	<2	185850000.5	799999	HER2+	DCIS
chr1	-0.0232558139534884	<2	186075000.5	449999	HER2+	DCIS
chr3	-0.116279069767442	<2	186225000.5	549999	HER2+	DCIS
chr2	-0.0232558139534884	<2	182175000.5	9049999	HER2+	DCIS
chr3	-0.116279069767442	<2	186625000.5	249999	HER2+	DCIS
chr3	-0.116279069767442	<2	186975000.5	449999	HER2+	DCIS
chr3	-0.116279069767442	<2	187375000.5	349999	HER2+	DCIS
chr4	-0.186046511627907	<2	186950000.5	1399999	HER2+	DCIS
chr1	-0.0232558139534884	<2	186975000.5	1349999	HER2+	DCIS
chr3	-0.116279069767442	<2	187625000.5	149999	HER2+	DCIS
chr1	-0.0465116279069767	<2	187725000.5	149999	HER2+	DCIS
chr1	-0.0465116279069767	<2	188050000.5	499999	HER2+	DCIS
chr2	-0.0465116279069767	<2	187600000.5	1799999	HER2+	DCIS
chr1	-0.0465116279069767	<2	188525000.5	449999	HER2+	DCIS
chr3	-0.13953488372093	<2	188325000.5	1249999	HER2+	DCIS
chr2	-0.0232558139534884	<2	188800000.5	599999	HER2+	DCIS
chr1	-0.0232558139534884	<2	188925000.5	349999	HER2+	DCIS
chr3	-0.13953488372093	<2	189025000.5	149999	HER2+	DCIS
chr4	-0.162790697674419	<2	188400000.5	1499999	HER2+	DCIS
chr3	-0.13953488372093	<2	189250000.5	299999	HER2+	DCIS
chr2	-0.0232558139534884	<2	189400000.5	599999	HER2+	DCIS
chr2	-0.0232558139534884	<2	189750000.5	99999	HER2+	DCIS
chr4	-0.162790697674419	<2	189525000.5	749999	HER2+	DCIS
chr3	-0.116279069767442	<2	189700000.5	599999	HER2+	DCIS
chr2	-0.0232558139534884	<2	190075000.5	549999	HER2+	DCIS
chr2	-0.0232558139534884	<2	190475000.5	249999	HER2+	DCIS
chr3	-0.116279069767442	<2	190475000.5	949999	HER2+	DCIS
chr3	-0.116279069767442	<2	191175000.5	449999	HER2+	DCIS
chr2	-0.0465116279069767	<2	191150000.5	1099999	HER2+	DCIS
chr2	-0.0465116279069767	<2	191725000.5	49999	HER2+	DCIS
chr2	-0.0465116279069767	<2	192025000.5	549999	HER2+	DCIS
chr3	-0.116279069767442	<2	192225000.5	1649999	HER2+	DCIS
chr1	-0.0232558139534884	<2	191275000.5	4349999	HER2+	DCIS
chr3	-0.116279069767442	<2	193300000.5	499999	HER2+	DCIS
chr3	-0.116279069767442	<2	193600000.5	99999	HER2+	DCIS
chr3	-0.13953488372093	<2	193925000.5	549999	HER2+	DCIS
chr1	-0.0232558139534884	<2	193875000.5	849999	HER2+	DCIS
chr1	-0.0232558139534884	<2	194325000.5	49999	HER2+	DCIS
chr3	-0.116279069767442	<2	194325000.5	249999	HER2+	DCIS
chr3	-0.0930232558139535	<2	194475000.5	49999	HER2+	DCIS
chr3	-0.0697674418604651	<2	194600000.5	199999	HER2+	DCIS
chr1	-0.0232558139534884	<2	194750000.5	799999	HER2+	DCIS
chr2	-0.0465116279069767	<2	193925000.5	3249999	HER2+	DCIS
chr1	-0.0232558139534884	<2	195350000.5	399999	HER2+	DCIS
chr3	-0.0697674418604651	<2	195150000.5	899999	HER2+	DCIS
chr1	-0.0232558139534884	<2	195575000.5	49999	HER2+	DCIS
chr1	-0.0232558139534884	<2	195675000.5	149999	HER2+	DCIS
chr3	-0.0697674418604651	<2	195675000.5	149999	HER2+	DCIS
chr3	-0.0697674418604651	<2	195950000.5	399999	HER2+	DCIS
chr1	-0.0232558139534884	<2	196025000.5	549999	HER2+	DCIS
chr1	-0.0232558139534884	<2	196400000.5	199999	HER2+	DCIS
chr1	-0.0232558139534884	<2	196800000.5	599999	HER2+	DCIS
chr2	-0.0465116279069767	<2	196725000.5	2349999	HER2+	DCIS
chr2	-0.0465116279069767	<2	197925000.5	49999	HER2+	DCIS
chr3	-0.0697674418604651	<2	197125000.5	1949999	HER2+	DCIS
chr2	-0.0465116279069767	<2	198075000.5	249999	HER2+	DCIS
chr1	-0.0232558139534884	<2	197750000.5	1299999	HER2+	DCIS
chr1	-0.0232558139534884	<2	198475000.5	149999	HER2+	DCIS
chr1	-0.0232558139534884	<2	199000000.5	899999	HER2+	DCIS
chr1	-0.0232558139534884	<2	199475000.5	49999	HER2+	DCIS
chr1	-0.0232558139534884	<2	199550000.5	99999	HER2+	DCIS
chr2	-0.0465116279069767	<2	199000000.5	1599999	HER2+	DCIS
chr2	-0.0465116279069767	<2	199850000.5	99999	HER2+	DCIS
chr1	-0.0232558139534884	<2	200000000.5	799999	HER2+	DCIS
chr1	-0.0232558139534884	<2	200700000.5	599999	HER2+	DCIS
chr1	-0.0232558139534884	<2	201075000.5	149999	HER2+	DCIS
chr1	-0.0232558139534884	<2	201500000.5	699999	HER2+	DCIS
chr2	-0.0465116279069767	<2	201025000.5	2249999	HER2+	DCIS
chr1	-0.0232558139534884	<2	202025000.5	349999	HER2+	DCIS
chr1	-0.0232558139534884	<2	202525000.5	649999	HER2+	DCIS
chr1	-0.0232558139534884	<2	202875000.5	49999	HER2+	DCIS
chr1	-0.0232558139534884	<2	202925000.5	49999	HER2+	DCIS
chr2	-0.0465116279069767	<2	202600000.5	899999	HER2+	DCIS
chr2	-0.0465116279069767	<2	203300000.5	499999	HER2+	DCIS
chr2	-0.0465116279069767	<2	203900000.5	699999	HER2+	DCIS
chr2	-0.0465116279069767	<2	204425000.5	349999	HER2+	DCIS
chr1	-0.0232558139534884	<2	203875000.5	1849999	HER2+	DCIS
chr2	-0.0465116279069767	<2	205050000.5	899999	HER2+	DCIS
chr1	-0.0232558139534884	<2	205325000.5	1049999	HER2+	DCIS
chr2	-0.0465116279069767	<2	205825000.5	649999	HER2+	DCIS
chr1	-0.0232558139534884	<2	206000000.5	299999	HER2+	DCIS
chr1	-0.0232558139534884	<2	206275000.5	249999	HER2+	DCIS
chr1	-0.0232558139534884	<2	206575000.5	349999	HER2+	DCIS
chr1	-0.0232558139534884	<2	206800000.5	99999	HER2+	DCIS
chr1	-0.0232558139534884	<2	206900000.5	99999	HER2+	DCIS
chr2	-0.0465116279069767	<2	206575000.5	849999	HER2+	DCIS
chr1	-0.0232558139534884	<2	207225000.5	549999	HER2+	DCIS
chr1	-0.0232558139534884	<2	207525000.5	49999	HER2+	DCIS
chr1	-0.0232558139534884	<2	207675000.5	249999	HER2+	DCIS
chr1	-0.0232558139534884	<2	207975000.5	349999	HER2+	DCIS
chr1	-0.0232558139534884	<2	208200000.5	99999	HER2+	DCIS
chr1	-0.0232558139534884	<2	208375000.5	249999	HER2+	DCIS
chr1	-0.0232558139534884	<2	208550000.5	99999	HER2+	DCIS
chr1	-0.0232558139534884	<2	208675000.5	149999	HER2+	DCIS
chr1	-0.0232558139534884	<2	209025000.5	549999	HER2+	DCIS
chr1	-0.0232558139534884	<2	209325000.5	49999	HER2+	DCIS
chr1	-0.0232558139534884	<2	209550000.5	399999	HER2+	DCIS
chr1	-0.0232558139534884	<2	209925000.5	349999	HER2+	DCIS
chr1	-0.0232558139534884	<2	210275000.5	349999	HER2+	DCIS
chr1	-0.0232558139534884	<2	210850000.5	799999	HER2+	DCIS
chr2	-0.0465116279069767	<2	209150000.5	4299999	HER2+	DCIS
chr1	-0.0232558139534884	<2	211300000.5	99999	HER2+	DCIS
chr2	-0.0697674418604651	<2	211925000.5	1249999	HER2+	DCIS
chr2	-0.0697674418604651	<2	212600000.5	99999	HER2+	DCIS
chr1	-0.0232558139534884	<2	212250000.5	1799999	HER2+	DCIS
chr1	-0.0232558139534884	<2	213275000.5	249999	HER2+	DCIS
chr1	-0.0465116279069767	<2	214050000.5	1299999	HER2+	DCIS
chr1	-0.0465116279069767	<2	214725000.5	49999	HER2+	DCIS
chr1	-0.0465116279069767	<2	214825000.5	149999	HER2+	DCIS
chr1	-0.0232558139534884	<2	215175000.5	549999	HER2+	DCIS
chr1	-0.0232558139534884	<2	215500000.5	99999	HER2+	DCIS
chr1	-0.0232558139534884	<2	215725000.5	349999	HER2+	DCIS
chr1	-0.0232558139534884	<2	216000000.5	199999	HER2+	DCIS
chr1	-0.0232558139534884	<2	217075000.5	1949999	HER2+	DCIS
chr1	-0.0232558139534884	<2	218150000.5	199999	HER2+	DCIS
chr1	-0.0232558139534884	<2	218825000.5	1149999	HER2+	DCIS
chr2	-0.0465116279069767	<2	216675000.5	8049999	HER2+	DCIS
chr1	-0.0232558139534884	<2	220500000.5	2199999	HER2+	DCIS
chr1	-0.0232558139534884	<2	221650000.5	99999	HER2+	DCIS
chr1	-0.0232558139534884	<2	222150000.5	899999	HER2+	DCIS
chr1	-0.0232558139534884	<2	223225000.5	1249999	HER2+	DCIS
chr1	-0.0232558139534884	<2	223950000.5	199999	HER2+	DCIS
chr1	-0.0232558139534884	<2	224250000.5	399999	HER2+	DCIS
chr1	-0.0232558139534884	<2	225150000.5	1399999	HER2+	DCIS
chr1	-0.0232558139534884	<2	226350000.5	999999	HER2+	DCIS
chr2	-0.0465116279069767	<2	224150000.5	6899999	HER2+	DCIS
chr2	-0.0465116279069767	<2	227750000.5	299999	HER2+	DCIS
chr1	-0.0232558139534884	<2	227725000.5	1749999	HER2+	DCIS
chr1	-0.0232558139534884	<2	228625000.5	49999	HER2+	DCIS
chr1	-0.0232558139534884	<2	228925000.5	549999	HER2+	DCIS
chr2	-0.0465116279069767	<2	228825000.5	1849999	HER2+	DCIS
chr1	-0.0232558139534884	<2	229900000.5	1399999	HER2+	DCIS
chr1	-0.0232558139534884	<2	231150000.5	1099999	HER2+	DCIS
chr1	-0.0232558139534884	<2	231775000.5	149999	HER2+	DCIS
chr1	-0.0465116279069767	<2	232125000.5	549999	HER2+	DCIS
chr1	-0.0232558139534884	<2	232525000.5	249999	HER2+	DCIS
chr2	-0.0465116279069767	<2	231975000.5	4449999	HER2+	DCIS
chr1	-0.0232558139534884	<2	233525000.5	1749999	HER2+	DCIS
chr1	-0.0465116279069767	<2	234425000.5	49999	HER2+	DCIS
chr1	-0.0697674418604651	<2	234750000.5	599999	HER2+	DCIS
chr1	-0.0465116279069767	<2	235075000.5	49999	HER2+	DCIS
chr2	-0.0465116279069767	<2	234750000.5	1099999	HER2+	DCIS
chr1	-0.0232558139534884	<2	235225000.5	249999	HER2+	DCIS
chr1	-0.0232558139534884	<2	238775000.5	949999	HER2+	DCIS
chr1	-0.0232558139534884	<2	239500000.5	499999	HER2+	DCIS
chr1	-0.0232558139534884	<2	239950000.5	399999	HER2+	DCIS
chr1	-0.0465116279069767	<2	240175000.5	49999	HER2+	DCIS
chr2	-0.0232558139534884	<2	238675000.5	6749999	HER2+	DCIS
chr1	-0.0465116279069767	<2	241425000.5	2449999	HER2+	DCIS
chr1	-0.0465116279069767	<2	242775000.5	249999	HER2+	DCIS
chr1	-0.0465116279069767	<2	243050000.5	299999	HER2+	DCIS
chr1	-0.0465116279069767	<2	243925000.5	1449999	HER2+	DCIS
chr1	-0.0465116279069767	<2	245300000.5	1299999	HER2+	DCIS
chr1	-0.0465116279069767	<2	246075000.5	249999	HER2+	DCIS
chr1	-0.0232558139534884	<2	246475000.5	549999	HER2+	DCIS
chr1	-0.0232558139534884	<2	247050000.5	599999	HER2+	DCIS
chr1	-0.0232558139534884	<2	248125000.5	1549999	HER2+	DCIS
chr10	0.116279069767442	>2	225000.5	249999	HER2+	DCIS
chr16	0.116279069767442	>2	250000.5	499999	HER2+	DCIS
chr4	0.0232558139534884	>2	325000.5	349999	HER2+	DCIS
chr19	0.0232558139534884	>2	375000.5	249999	HER2+	DCIS
chr17	0.0465116279069767	>2	375000.5	449999	HER2+	DCIS
chr7	0.13953488372093	>2	350000.5	599999	HER2+	DCIS
chr8	0.0465116279069767	>2	475000.5	549999	HER2+	DCIS
chr9	0.0465116279069767	>2	475000.5	549999	HER2+	DCIS
chr16	0.116279069767442	>2	650000.5	299999	HER2+	DCIS
chr8	0.0697674418604651	>2	775000.5	49999	HER2+	DCIS
chr2	0.209302325581395	>2	425000.5	849999	HER2+	DCIS
chr18	0.0465116279069767	>2	500000.5	699999	HER2+	DCIS
chr2	0.209302325581395	>2	875000.5	49999	HER2+	DCIS
chr12	0.116279069767442	>2	525000.5	849999	HER2+	DCIS
chr16	0.13953488372093	>2	875000.5	149999	HER2+	DCIS
chr20	0.0697674418604651	>2	525000.5	949999	HER2+	DCIS
chr8	0.0465116279069767	>2	900000.5	199999	HER2+	DCIS
