Sample	CellType	Proportion	TME
MB-0554	Fibroblasts	0.702898550724638	F
MB-0554	Fibroblasts CD68+	0.0434782608695652	F
MB-0554	T cells	0.130434782608696	F
MB-0554	Myofibroblasts	0.0217391304347826	F
MB-0554	Vascular SMA+	0	F
MB-0554	B cells	0	F
MB-0558	Fibroblasts	0.432835820895522	F
MB-0558	Fibroblasts CD68+	0.149253731343284	F
MB-0558	T cells	0.134328358208955	F
MB-0558	Myofibroblasts	0.0746268656716418	F
MB-0558	Vascular SMA+	0	F
MB-0558	B cells	0.0746268656716418	F
MB-0559	Fibroblasts	0.30242825607064	D
MB-0559	Fibroblasts CD68+	0.011037527593819	D
MB-0559	T cells	0	D
MB-0559	Myofibroblasts	0.264900662251656	D
MB-0559	Vascular SMA+	0	D
MB-0559	B cells	0	D
MB-0568	Fibroblasts	0.200677392040644	IE/F
MB-0568	Fibroblasts CD68+	0.102455546147333	IE/F
MB-0568	T cells	0.0414902624894158	IE/F
MB-0568	Myofibroblasts	0.141405588484335	IE/F
MB-0568	Vascular SMA+	0.00169348010160881	IE/F
MB-0568	B cells	0.00423370025402202	IE/F
MB-0569	Fibroblasts	0.115550755939525	IE
MB-0569	Fibroblasts CD68+	0.0107991360691145	IE
MB-0569	T cells	0.0107991360691145	IE
MB-0569	Myofibroblasts	0.0593952483801296	IE
MB-0569	Vascular SMA+	0	IE
MB-0569	B cells	0	IE
MB-0570	Fibroblasts	0.0155440414507772	IE
MB-0570	Fibroblasts CD68+	0.00259067357512953	IE
MB-0570	T cells	0.0129533678756477	IE
MB-0570	Myofibroblasts	0.000647668393782383	IE
MB-0570	Vascular SMA+	0	IE
MB-0570	B cells	0	IE
MB-0571	Fibroblasts	0.0910425844346549	F
MB-0571	Fibroblasts CD68+	0.0323054331864905	F
MB-0571	T cells	0.00734214390602056	F
MB-0571	Myofibroblasts	0.0851688693098385	F
MB-0571	Vascular SMA+	0.00440528634361234	F
MB-0571	B cells	0.00146842878120411	F
MB-0573	Fibroblasts	0.419402985074627	IE/F
MB-0573	Fibroblasts CD68+	0.0119402985074627	IE/F
MB-0573	T cells	0.00298507462686567	IE/F
MB-0573	Myofibroblasts	0.017910447761194	IE/F
MB-0573	Vascular SMA+	0.00149253731343284	IE/F
MB-0573	B cells	0	IE/F
MB-0574	Fibroblasts	0.137454545454545	D
MB-0574	Fibroblasts CD68+	0.0712727272727273	D
MB-0574	T cells	0.056	D
MB-0574	Myofibroblasts	0.175272727272727	D
MB-0574	Vascular SMA+	0.000727272727272727	D
MB-0574	B cells	0	D
MB-0575	Fibroblasts	0.102097130242826	F
MB-0575	Fibroblasts CD68+	0.0419426048565121	F
MB-0575	T cells	0.0209713024282561	F
MB-0575	Myofibroblasts	0.0772626931567329	F
MB-0575	Vascular SMA+	0	F
MB-0575	B cells	0	F
MB-0576	Fibroblasts	0.0152905198776758	F
MB-0576	Fibroblasts CD68+	0.00840978593272171	F
MB-0576	T cells	0.000764525993883792	F
MB-0576	Myofibroblasts	0.0122324159021407	F
MB-0576	Vascular SMA+	0	F
MB-0576	B cells	0	F
MB-0577	Fibroblasts	0.0319148936170213	F
MB-0577	Fibroblasts CD68+	0.00354609929078014	F
MB-0577	T cells	0	F
MB-0577	Myofibroblasts	0	F
MB-0577	Vascular SMA+	0	F
MB-0577	B cells	0	F
MB-0578	Fibroblasts	0.0610972568578554	F
MB-0578	Fibroblasts CD68+	0.0218204488778055	F
MB-0578	T cells	0.0243142144638404	F
MB-0578	Myofibroblasts	0.145885286783042	F
MB-0578	Vascular SMA+	0.00623441396508728	F
MB-0578	B cells	0	F
MB-0579	Fibroblasts	0.0290990486849468	F
MB-0579	Fibroblasts CD68+	0.0151091214325686	F
MB-0579	T cells	0.00671516508114158	F
MB-0579	Myofibroblasts	0.0615556799104645	F
MB-0579	Vascular SMA+	0	F
MB-0579	B cells	0	F
MB-0580	Fibroblasts	0.0508578431372549	IE
MB-0580	Fibroblasts CD68+	0.0079656862745098	IE
MB-0580	T cells	0.10171568627451	IE
MB-0580	Myofibroblasts	0.227328431372549	IE
MB-0580	Vascular SMA+	0.0202205882352941	IE
MB-0580	B cells	0.00428921568627451	IE
MB-0581	Fibroblasts	0.0560916767189385	F
MB-0581	Fibroblasts CD68+	0.0186972255729795	F
MB-0581	T cells	0.00663449939686369	F
MB-0581	Myofibroblasts	0.156815440289505	F
MB-0581	Vascular SMA+	0.00180940892641737	F
MB-0581	B cells	0	F
MB-0582	Fibroblasts	0.0273590173087661	D
MB-0582	Fibroblasts CD68+	0.00279173646007817	D
MB-0582	T cells	0.00893355667225014	D
MB-0582	Myofibroblasts	0.00558347292015634	D
MB-0582	Vascular SMA+	0	D
MB-0582	B cells	0	D
MB-0583	Fibroblasts	0.109065155807365	D
MB-0583	Fibroblasts CD68+	0.0429650613786591	D
MB-0583	T cells	0.0136921624173749	D
MB-0583	Myofibroblasts	0.262511803588291	D
MB-0583	Vascular SMA+	0.0118035882908404	D
MB-0583	B cells	0	D
MB-0584	Fibroblasts	0.0111317254174397	IE
MB-0584	Fibroblasts CD68+	0.00278293135435993	IE
MB-0584	T cells	0.00649350649350649	IE
MB-0584	Myofibroblasts	0.0510204081632653	IE
MB-0584	Vascular SMA+	0	IE
MB-0584	B cells	0	IE
MB-0585	Fibroblasts	0.0246153846153846	F
MB-0585	Fibroblasts CD68+	0	F
MB-0585	T cells	0.02	F
MB-0585	Myofibroblasts	0.00923076923076923	F
MB-0585	Vascular SMA+	0	F
MB-0585	B cells	0	F
MB-0586	Fibroblasts	0.294367050272562	F
MB-0586	Fibroblasts CD68+	0.0357359176256814	F
MB-0586	T cells	0.152029073288916	F
MB-0586	Myofibroblasts	0.0932768019382193	F
MB-0586	Vascular SMA+	0.00363416111447608	F
MB-0586	B cells	0.0102967898243489	F
MB-0587	Fibroblasts	0.428571428571429	D
MB-0587	Fibroblasts CD68+	0	D
MB-0587	T cells	0.0428571428571429	D
MB-0587	Myofibroblasts	0.228571428571429	D
MB-0587	Vascular SMA+	0	D
MB-0587	B cells	0	D
MB-0588	Fibroblasts	0.059748427672956	IE/F
MB-0588	Fibroblasts CD68+	0.0157232704402516	IE/F
MB-0588	T cells	0.224842767295597	IE/F
MB-0588	Myofibroblasts	0.111635220125786	IE/F
MB-0588	Vascular SMA+	0.00707547169811321	IE/F
MB-0588	B cells	0.00235849056603774	IE/F
MB-0589	Fibroblasts	0.0780998389694042	D
MB-0589	Fibroblasts CD68+	0.0201288244766506	D
MB-0589	T cells	0.12962962962963	D
MB-0589	Myofibroblasts	0.232689210950081	D
MB-0589	Vascular SMA+	0.00402576489533011	D
MB-0589	B cells	0.00241545893719807	D
MB-0590	Fibroblasts	0.0437580437580438	IE
MB-0590	Fibroblasts CD68+	0	IE
MB-0590	T cells	0.00643500643500643	IE
MB-0590	Myofibroblasts	0.0154440154440154	IE
MB-0590	Vascular SMA+	0	IE
MB-0590	B cells	0	IE
MB-0591	Fibroblasts	0.0216962524654832	F
MB-0591	Fibroblasts CD68+	0.00788954635108481	F
MB-0591	T cells	0.00690335305719921	F
MB-0591	Myofibroblasts	0.0424063116370809	F
MB-0591	Vascular SMA+	0.0019723865877712	F
MB-0591	B cells	0	F
MB-0593	Fibroblasts	0.339784946236559	IE/F
MB-0593	Fibroblasts CD68+	0.0924731182795699	IE/F
MB-0593	T cells	0.0946236559139785	IE/F
MB-0593	Myofibroblasts	0.010752688172043	IE/F
MB-0593	Vascular SMA+	0	IE/F
MB-0593	B cells	0.0043010752688172	IE/F
MB-0594	Fibroblasts	0.0561714708056172	IE
MB-0594	Fibroblasts CD68+	0.00073909830007391	IE
MB-0594	T cells	0.00813008130081301	IE
MB-0594	Myofibroblasts	0.0125646711012565	IE
MB-0594	Vascular SMA+	0	IE
MB-0594	B cells	0	IE
MB-0596	Fibroblasts	0.0321620011911852	IE/F
MB-0596	Fibroblasts CD68+	0.00357355568790947	IE/F
MB-0596	T cells	0.0107206670637284	IE/F
MB-0596	Myofibroblasts	0.115544967242406	IE/F
MB-0596	Vascular SMA+	0.00119118522930316	IE/F
MB-0596	B cells	0	IE/F
MB-0597	Fibroblasts	0.00668896321070234	F
MB-0597	Fibroblasts CD68+	0.00445930880713489	F
MB-0597	T cells	0	F
MB-0597	Myofibroblasts	0.195094760312152	F
MB-0597	Vascular SMA+	0.052396878483835	F
MB-0597	B cells	0	F
MB-0598	Fibroblasts	0.0788561525129983	F
MB-0598	Fibroblasts CD68+	0.165511265164645	F
MB-0598	T cells	0.142980935875217	F
MB-0598	Myofibroblasts	0.292894280762565	F
MB-0598	Vascular SMA+	0.00693240901213172	F
MB-0598	B cells	0	F
MB-0599	Fibroblasts	0.0635031402651779	F
MB-0599	Fibroblasts CD68+	0.0104675505931612	F
MB-0599	T cells	0.00209351011863224	F
MB-0599	Myofibroblasts	0.302861130495464	F
MB-0599	Vascular SMA+	0.0209351011863224	F
MB-0599	B cells	0	F
MB-0600	Fibroblasts	0.0154777927321669	D
MB-0600	Fibroblasts CD68+	0.00471063257065949	D
MB-0600	T cells	0.0121130551816958	D
MB-0600	Myofibroblasts	0.111709286675639	D
MB-0600	Vascular SMA+	0.000672947510094213	D
MB-0600	B cells	0	D
MB-0601	Fibroblasts	0.0745562130177515	F
MB-0601	Fibroblasts CD68+	0.063905325443787	F
MB-0601	T cells	0.0272189349112426	F
MB-0601	Myofibroblasts	0.0828402366863905	F
MB-0601	Vascular SMA+	0.00118343195266272	F
MB-0601	B cells	0	F
MB-0603	Fibroblasts	0.0730816077953715	D
MB-0603	Fibroblasts CD68+	0.0280146163215591	D
MB-0603	T cells	0	D
MB-0603	Myofibroblasts	0.113276492082826	D
MB-0603	Vascular SMA+	0.00365408038976857	D
MB-0603	B cells	0	D
MB-0605	Fibroblasts	0.192405063291139	F
MB-0605	Fibroblasts CD68+	0.0405063291139241	F
MB-0605	T cells	0.0316455696202532	F
MB-0605	Myofibroblasts	0.079746835443038	F
MB-0605	Vascular SMA+	0	F
MB-0605	B cells	0	F
MB-0607	Fibroblasts	0.0415721844293273	IE/F
MB-0607	Fibroblasts CD68+	0.0393046107331822	IE/F
MB-0607	T cells	0.322751322751323	IE/F
MB-0607	Myofibroblasts	0.139077853363568	IE/F
MB-0607	Vascular SMA+	0.00680272108843537	IE/F
MB-0607	B cells	0.0136054421768707	IE/F
MB-0608	Fibroblasts	0.226630800268998	IE
MB-0608	Fibroblasts CD68+	0.0544720914593141	IE
MB-0608	T cells	0.123066577000673	IE
MB-0608	Myofibroblasts	0.143913920645595	IE
MB-0608	Vascular SMA+	0.000672494956287828	IE
MB-0608	B cells	0.00605245460659045	IE
MB-0609	Fibroblasts	0.127502175805048	F
MB-0609	Fibroblasts CD68+	0.0252393385552654	F
MB-0609	T cells	0.139686684073107	F
MB-0609	Myofibroblasts	0.175805047867711	F
MB-0609	Vascular SMA+	0	F
MB-0609	B cells	0.0030461270670148	F
MB-0610	Fibroblasts	0.416339355852317	IE
MB-0610	Fibroblasts CD68+	0.0408483896307934	IE
MB-0610	T cells	0.236449332285939	IE
MB-0610	Myofibroblasts	0.0981932443047918	IE
MB-0610	Vascular SMA+	0.00785545954438335	IE
MB-0610	B cells	0.0479183032207384	IE
MB-0611	Fibroblasts	0.275	IE
MB-0611	Fibroblasts CD68+	0.259090909090909	IE
MB-0611	T cells	0.0363636363636364	IE
MB-0611	Myofibroblasts	0.254545454545455	IE
MB-0611	Vascular SMA+	0	IE
MB-0611	B cells	0	IE
MB-0613	Fibroblasts	0.394190871369295	F
MB-0613	Fibroblasts CD68+	0.0879668049792531	F
MB-0613	T cells	0.0381742738589212	F
MB-0613	Myofibroblasts	0.0473029045643154	F
MB-0613	Vascular SMA+	0	F
MB-0613	B cells	0.000829875518672199	F
MB-0614	Fibroblasts	0.0468540829986613	IE
MB-0614	Fibroblasts CD68+	0.0240963855421687	IE
MB-0614	T cells	0.00535475234270415	IE
MB-0614	Myofibroblasts	0.180722891566265	IE
MB-0614	Vascular SMA+	0.0133868808567604	IE
MB-0614	B cells	0	IE
MB-0616	Fibroblasts	0.0581395348837209	D
MB-0616	Fibroblasts CD68+	0.0537790697674419	D
MB-0616	T cells	0.0290697674418605	D
MB-0616	Myofibroblasts	0.20203488372093	D
MB-0616	Vascular SMA+	0.00726744186046512	D
MB-0616	B cells	0	D
MB-0618	Fibroblasts	0.543478260869565	F
MB-0618	Fibroblasts CD68+	0.0217391304347826	F
MB-0618	T cells	0.152173913043478	F
MB-0618	Myofibroblasts	0.173913043478261	F
MB-0618	Vascular SMA+	0	F
MB-0618	B cells	0	F
MB-0620	Fibroblasts	0.0904255319148936	F
MB-0620	Fibroblasts CD68+	0.0189969604863222	F
MB-0620	T cells	0.254559270516717	F
MB-0620	Myofibroblasts	0.0615501519756839	F
MB-0620	Vascular SMA+	0.00683890577507599	F
MB-0620	B cells	0.272796352583587	F
MB-0621	Fibroblasts	0.0232758620689655	F
MB-0621	Fibroblasts CD68+	0.00689655172413793	F
MB-0621	T cells	0	F
MB-0621	Myofibroblasts	0.537068965517241	F
MB-0621	Vascular SMA+	0.00862068965517241	F
MB-0621	B cells	0	F
MB-0623	Fibroblasts	0.231927710843373	F
MB-0623	Fibroblasts CD68+	0.00903614457831325	F
MB-0623	T cells	0.00903614457831325	F
MB-0623	Myofibroblasts	0.210843373493976	F
MB-0623	Vascular SMA+	0.00301204819277108	F
MB-0623	B cells	0	F
MB-0624	Fibroblasts	0.211480362537764	F
MB-0624	Fibroblasts CD68+	0.0453172205438066	F
MB-0624	T cells	0.0332326283987915	F
MB-0624	Myofibroblasts	0.40785498489426	F
MB-0624	Vascular SMA+	0.0151057401812689	F
MB-0624	B cells	0.00302114803625378	F
MB-0626	Fibroblasts	0.0477968633308439	IE
MB-0626	Fibroblasts CD68+	0.0104555638536221	IE
MB-0626	T cells	0.0843913368185213	IE
MB-0626	Myofibroblasts	0.0963405526512323	IE
MB-0626	Vascular SMA+	0	IE
MB-0626	B cells	0.00149365197908887	IE
MB-0628	Fibroblasts	0.0271676300578035	F
MB-0628	Fibroblasts CD68+	0.0225433526011561	F
MB-0628	T cells	0.00578034682080925	F
MB-0628	Myofibroblasts	0.142196531791908	F
MB-0628	Vascular SMA+	0.00867052023121387	F
MB-0628	B cells	0	F
MB-0630	Fibroblasts	0.481203007518797	D
MB-0630	Fibroblasts CD68+	0.112781954887218	D
MB-0630	T cells	0.0225563909774436	D
MB-0630	Myofibroblasts	0.195488721804511	D
MB-0630	Vascular SMA+	0.135338345864662	D
MB-0630	B cells	0	D
MB-0631	Fibroblasts	0.0567741935483871	F
MB-0631	Fibroblasts CD68+	0.158709677419355	F
MB-0631	T cells	0.127741935483871	F
MB-0631	Myofibroblasts	0.185806451612903	F
MB-0631	Vascular SMA+	0.00129032258064516	F
MB-0631	B cells	0.00387096774193548	F
MB-0634	Fibroblasts	0.48936170212766	IE/F
MB-0634	Fibroblasts CD68+	0.0851063829787234	IE/F
MB-0634	T cells	0.0425531914893617	IE/F
MB-0634	Myofibroblasts	0.202127659574468	IE/F
MB-0634	Vascular SMA+	0	IE/F
MB-0634	B cells	0	IE/F
MB-0636	Fibroblasts	0.234732824427481	F
MB-0636	Fibroblasts CD68+	0.269083969465649	F
MB-0636	T cells	0.0190839694656489	F
MB-0636	Myofibroblasts	0.0973282442748092	F
MB-0636	Vascular SMA+	0.00763358778625954	F
MB-0636	B cells	0.00190839694656489	F
MB-0637	Fibroblasts	0.269642857142857	IE
MB-0637	Fibroblasts CD68+	0.0651785714285714	IE
MB-0637	T cells	0.225892857142857	IE
MB-0637	Myofibroblasts	0.140178571428571	IE
MB-0637	Vascular SMA+	0.000892857142857143	IE
MB-0637	B cells	0.0401785714285714	IE
MB-0638	Fibroblasts	0.289099526066351	F
MB-0638	Fibroblasts CD68+	0.0734597156398104	F
MB-0638	T cells	0.0165876777251185	F
MB-0638	Myofibroblasts	0.109004739336493	F
MB-0638	Vascular SMA+	0.004739336492891	F
MB-0638	B cells	0	F
MB-0641	Fibroblasts	0.146496815286624	IE/F
MB-0641	Fibroblasts CD68+	0.0560509554140127	IE/F
MB-0641	T cells	0.0420382165605096	IE/F
MB-0641	Myofibroblasts	0.129936305732484	IE/F
MB-0641	Vascular SMA+	0.0127388535031847	IE/F
MB-0641	B cells	0.043312101910828	IE/F
MB-0642	Fibroblasts	0.0215139442231076	D
MB-0642	Fibroblasts CD68+	0.00796812749003984	D
MB-0642	T cells	0.000796812749003984	D
MB-0642	Myofibroblasts	0.0605577689243028	D
MB-0642	Vascular SMA+	0	D
MB-0642	B cells	0	D
MB-0643	Fibroblasts	0.115082824760244	IE
MB-0643	Fibroblasts CD68+	0.015693112467306	IE
MB-0643	T cells	0.0871839581517001	IE
MB-0643	Myofibroblasts	0.0557977332170881	IE
MB-0643	Vascular SMA+	0.001743679163034	IE
MB-0643	B cells	0.002615518744551	IE
MB-0644	Fibroblasts	0.0182926829268293	IE/F
MB-0644	Fibroblasts CD68+	0.0114329268292683	IE/F
MB-0644	T cells	0.00609756097560976	IE/F
MB-0644	Myofibroblasts	0.313262195121951	IE/F
MB-0644	Vascular SMA+	0.0198170731707317	IE/F
MB-0644	B cells	0	IE/F
MB-0646	Fibroblasts	0.143310082435003	IE
MB-0646	Fibroblasts CD68+	0.15852885225111	IE
MB-0646	T cells	0.0976537729866836	IE
MB-0646	Myofibroblasts	0.041851616994293	IE
MB-0646	Vascular SMA+	0.00951173113506658	IE
MB-0646	B cells	0.000634115409004439	IE
MB-0650	Fibroblasts	0.15962441314554	IE
MB-0650	Fibroblasts CD68+	0.0262910798122066	IE
MB-0650	T cells	0.130516431924883	IE
MB-0650	Myofibroblasts	0.0901408450704225	IE
MB-0650	Vascular SMA+	0.000938967136150235	IE
MB-0650	B cells	0.00845070422535211	IE
MB-0652	Fibroblasts	0.15974025974026	IE
MB-0652	Fibroblasts CD68+	0.0363636363636364	IE
MB-0652	T cells	0.0974025974025974	IE
MB-0652	Myofibroblasts	0.442857142857143	IE
MB-0652	Vascular SMA+	0	IE
MB-0652	B cells	0.0012987012987013	IE
MB-0653	Fibroblasts	0.00840336134453781	IE
MB-0653	Fibroblasts CD68+	0.00945378151260504	IE
MB-0653	T cells	0.0126050420168067	IE
MB-0653	Myofibroblasts	0.032563025210084	IE
MB-0653	Vascular SMA+	0.00105042016806723	IE
MB-0653	B cells	0	IE
MB-0654	Fibroblasts	0.595744680851064	IE/F
MB-0654	Fibroblasts CD68+	0.0212765957446809	IE/F
MB-0654	T cells	0.0531914893617021	IE/F
MB-0654	Myofibroblasts	0.0957446808510638	IE/F
MB-0654	Vascular SMA+	0	IE/F
MB-0654	B cells	0	IE/F
MB-0657	Fibroblasts	0.355889724310777	F
MB-0657	Fibroblasts CD68+	0.0476190476190476	F
MB-0657	T cells	0.056390977443609	F
MB-0657	Myofibroblasts	0.0664160401002506	F
MB-0657	Vascular SMA+	0.0012531328320802	F
MB-0657	B cells	0.0037593984962406	F
MB-0658	Fibroblasts	0.286008230452675	IE
MB-0658	Fibroblasts CD68+	0.0185185185185185	IE
MB-0658	T cells	0.109053497942387	IE
MB-0658	Myofibroblasts	0.0349794238683128	IE
MB-0658	Vascular SMA+	0.00205761316872428	IE
MB-0658	B cells	0.432098765432099	IE
MB-0659	Fibroblasts	0.258409785932722	D
MB-0659	Fibroblasts CD68+	0.0168195718654434	D
MB-0659	T cells	0.00152905198776758	D
MB-0659	Myofibroblasts	0.351681957186544	D
MB-0659	Vascular SMA+	0.00458715596330275	D
MB-0659	B cells	0	D
MB-0660	Fibroblasts	0.0630291627469426	F
MB-0660	Fibroblasts CD68+	0.0122295390404516	F
MB-0660	T cells	0.00940733772342427	F
MB-0660	Myofibroblasts	0.198494825964252	F
MB-0660	Vascular SMA+	0.0169332079021637	F
MB-0660	B cells	0	F
MB-0661	Fibroblasts	0.0238248551191243	D
MB-0661	Fibroblasts CD68+	0.00708306503541533	D
MB-0661	T cells	0.0251126851255634	D
MB-0661	Myofibroblasts	0.13650998068255	D
MB-0661	Vascular SMA+	0.000643915003219575	D
MB-0661	B cells	0	D
MB-0662	Fibroblasts	0.0759289176090469	IE
MB-0662	Fibroblasts CD68+	0.0177705977382876	IE
MB-0662	T cells	0.435379644588045	IE
MB-0662	Myofibroblasts	0.0581583198707593	IE
MB-0662	Vascular SMA+	0.00161550888529887	IE
MB-0662	B cells	0.0436187399030695	IE
MB-0663	Fibroblasts	0.0211640211640212	F
MB-0663	Fibroblasts CD68+	0	F
MB-0663	T cells	0	F
MB-0663	Myofibroblasts	0.158730158730159	F
MB-0663	Vascular SMA+	0.0194003527336861	F
MB-0663	B cells	0	F
MB-0664	Fibroblasts	0.0821917808219178	F
MB-0664	Fibroblasts CD68+	0.0317231434751262	F
MB-0664	T cells	0.033886085075703	F
MB-0664	Myofibroblasts	0.0245133381398702	F
MB-0664	Vascular SMA+	0	F
MB-0664	B cells	0	F
MB-0666	Fibroblasts	0.136194029850746	IE
MB-0666	Fibroblasts CD68+	0.0503731343283582	IE
MB-0666	T cells	0.0652985074626866	IE
MB-0666	Myofibroblasts	0.117537313432836	IE
MB-0666	Vascular SMA+	0	IE
MB-0666	B cells	0	IE
MB-0869	Fibroblasts	0.204570184983678	F
MB-0869	Fibroblasts CD68+	0.0424374319912949	F
MB-0869	T cells	0.0125136017410229	F
MB-0869	Myofibroblasts	0.116430903155604	F
MB-0869	Vascular SMA+	0.000544069640914037	F
MB-0869	B cells	0	F
MB-0872	Fibroblasts	0.181434599156118	IE/F
MB-0872	Fibroblasts CD68+	0.0675105485232067	IE/F
MB-0872	T cells	0.00421940928270042	IE/F
MB-0872	Myofibroblasts	0.0780590717299578	IE/F
MB-0872	Vascular SMA+	0	IE/F
MB-0872	B cells	0	IE/F
MB-0874	Fibroblasts	0.193370165745856	IE
MB-0874	Fibroblasts CD68+	0.121546961325967	IE
MB-0874	T cells	0.200276243093923	IE
MB-0874	Myofibroblasts	0.265193370165746	IE
MB-0874	Vascular SMA+	0.00276243093922652	IE
MB-0874	B cells	0.00138121546961326	IE
MB-0877	Fibroblasts	0.020460358056266	D
MB-0877	Fibroblasts CD68+	0.0289855072463768	D
MB-0877	T cells	0.00426257459505541	D
MB-0877	Myofibroblasts	0.0579710144927536	D
MB-0877	Vascular SMA+	0.00170502983802217	D
MB-0877	B cells	0	D
MB-0880	Fibroblasts	0.8	F
MB-0880	Fibroblasts CD68+	0.0352941176470588	F
MB-0880	T cells	0	F
MB-0880	Myofibroblasts	0.117647058823529	F
MB-0880	Vascular SMA+	0	F
MB-0880	B cells	0	F
MB-0882	Fibroblasts	0.0519578313253012	D
MB-0882	Fibroblasts CD68+	0.0203313253012048	D
MB-0882	T cells	0.00301204819277108	D
MB-0882	Myofibroblasts	0.104668674698795	D
MB-0882	Vascular SMA+	0	D
MB-0882	B cells	0	D
MB-0884	Fibroblasts	0.0394477317554241	IE
MB-0884	Fibroblasts CD68+	0.0157790927021696	IE
MB-0884	T cells	0.0029585798816568	IE
MB-0884	Myofibroblasts	0.0433925049309665	IE
MB-0884	Vascular SMA+	0.0019723865877712	IE
MB-0884	B cells	0.0029585798816568	IE
MB-0891	Fibroblasts	0.335185185185185	F
MB-0891	Fibroblasts CD68+	0.0314814814814815	F
MB-0891	T cells	0.0111111111111111	F
MB-0891	Myofibroblasts	0.140740740740741	F
MB-0891	Vascular SMA+	0.00740740740740741	F
MB-0891	B cells	0	F
MB-0893	Fibroblasts	0.0570342205323194	F
MB-0893	Fibroblasts CD68+	0.0874524714828897	F
MB-0893	T cells	0.00836501901140684	F
MB-0893	Myofibroblasts	0.0562737642585551	F
MB-0893	Vascular SMA+	0.000760456273764259	F
MB-0893	B cells	0	F
MB-0895	Fibroblasts	0.350649350649351	IE
MB-0895	Fibroblasts CD68+	0.0207792207792208	IE
MB-0895	T cells	0.0805194805194805	IE
MB-0895	Myofibroblasts	0.272727272727273	IE
MB-0895	Vascular SMA+	0.111688311688312	IE
MB-0895	B cells	0.106493506493506	IE
MB-0897	Fibroblasts	0.0485436893203883	D
MB-0897	Fibroblasts CD68+	0.00647249190938511	D
MB-0897	T cells	0.00431499460625674	D
MB-0897	Myofibroblasts	0.011866235167206	D
MB-0897	Vascular SMA+	0	D
MB-0897	B cells	0	D
MB-0899	Fibroblasts	0.0428832116788321	F
MB-0899	Fibroblasts CD68+	0.0474452554744526	F
MB-0899	T cells	0.0191605839416058	F
MB-0899	Myofibroblasts	0.416058394160584	F
MB-0899	Vascular SMA+	0.00273722627737226	F
MB-0899	B cells	0.000912408759124088	F
MB-0901	Fibroblasts	0.0338461538461538	IE
MB-0901	Fibroblasts CD68+	0.0258461538461538	IE
MB-0901	T cells	0.0578461538461538	IE
MB-0901	Myofibroblasts	0.0529230769230769	IE
MB-0901	Vascular SMA+	0.00246153846153846	IE
MB-0901	B cells	0	IE
MB-0904	Fibroblasts	0.0229007633587786	F
MB-0904	Fibroblasts CD68+	0.00763358778625954	F
MB-0904	T cells	0.00127226463104326	F
MB-0904	Myofibroblasts	0.195928753180662	F
MB-0904	Vascular SMA+	0.0254452926208651	F
MB-0904	B cells	0	F
MB-0906	Fibroblasts	0.152	IE/F
MB-0906	Fibroblasts CD68+	0.00933333333333333	IE/F
MB-0906	T cells	0.0346666666666667	IE/F
MB-0906	Myofibroblasts	0.134666666666667	IE/F
MB-0906	Vascular SMA+	0.00533333333333333	IE/F
MB-0906	B cells	0	IE/F
