group,Sample,Gene_symbol,gencode_start_hg19,gencode_end_hg19,Cytoband_hg19,IC
HER2+,CURTIS_H000559,DHX40,57642886,57685706,17q23,IC1
HER2+,CURTIS_H000559,TUBD1,57936843,57970306,17q23,IC1
HER2+,CURTIS_H000559,CA4,58227297,58248260,17q23,IC1
HER2+,CURTIS_H000559,PTRH2,57751997,57784987,17q23,IC1
HER2+,CURTIS_H000559,RNFT1,58029601,58042122,17q23,IC1
HER2+,CURTIS_H000559,RPS6KB1,57970407,58027925,17q23,IC1
HER2+,CURTIS_H000559,CLTC,57697050,57774317,17q23,IC1
HER2+,CURTIS_H000559,APPBP2,58520510,58603580,17q23,IC1
HER2+,CURTIS_H000559,USP32,58256455,58499831,17q23,IC1
HER2+,CURTIS_H000558,PHF20L1,133787604,133861052,8q24,IC9
HER2+,CURTIS_H000558,TLK2,60536019,60692842,17q23,IC1
HER2+,CURTIS_H000558,MTBP,121457640,121554373,8q24,IC9
HER2+,CURTIS_H000548,PPM1D,58677544,58743641,17q23,IC1
HER2+,CURTIS_H000548,TUBD1,57936843,57970306,17q23,IC1
HER2+,CURTIS_H000548,CCDC44,61678231,61685725,17q23,IC1
HER2+,CURTIS_H000548,FTSJ3,61896793,61907372,17q23,IC1
HER2+,CURTIS_H000548,WDR68,61627822,61671628,17q23,IC1
HER2+,CURTIS_H000548,CD79B,62006100,62009714,17q23,IC1
HER2+,CURTIS_H000548,RNFT1,58029601,58042122,17q23,IC1
HER2+,CURTIS_H000548,RPS6KB1,57970407,58027925,17q23,IC1
HER2+,CURTIS_H000548,APPBP2,58520510,58603580,17q23,IC1
HER2+,CURTIS_H000548,STRADA,61759696,61819346,17q23,IC1
HER2+,CURTIS_H000548,DDX42,61850963,61896677,17q23,IC1
HER2+,CURTIS_H000548,CCDC47,61822610,61853711,17q23,IC1
HER2+,CURTIS_H000548,SMARCD2,61909441,61920425,17q23,IC1
HER2+,CURTIS_H000548,CYB561,61509665,61523739,17q23,IC1
HER2+,CURTIS_H000537,HEATR6,58120555,58156292,17q23,IC1
HER2+,CURTIS_H000537,TMEM49,57784553,57919616,17q23,IC1
HER2+,CURTIS_H000537,PPM1D,58677544,58743641,17q23,IC1
HER2+,CURTIS_H000537,DHX40,57642886,57685706,17q23,IC1
HER2+,CURTIS_H000537,TUBD1,57936843,57970306,17q23,IC1
HER2+,CURTIS_H000537,INTS2,59942728,60005377,17q23,IC1
HER2+,CURTIS_H000537,CA4,58227297,58248260,17q23,IC1
HER2+,CURTIS_H000537,PTRH2,57751997,57784987,17q23,IC1
HER2+,CURTIS_H000537,RNFT1,58029601,58042122,17q23,IC1
HER2+,CURTIS_H000537,TLK2,60536019,60692842,17q23,IC1
HER2+,CURTIS_H000537,MED13,60019966,60142643,17q23,IC1
HER2+,CURTIS_H000537,RPS6KB1,57970407,58027925,17q23,IC1
HER2+,CURTIS_H000537,CLTC,57697050,57774317,17q23,IC1
HER2+,CURTIS_H000537,APPBP2,58520510,58603580,17q23,IC1
HER2+,CURTIS_H000537,USP32,58256455,58499831,17q23,IC1
HER2+,CURTIS_H000524,HEATR6,58120555,58156292,17q23,IC1
HER2+,CURTIS_H000524,TMEM49,57784553,57919616,17q23,IC1
HER2+,CURTIS_H000524,PPM1D,58677544,58743641,17q23,IC1
HER2+,CURTIS_H000524,DHX40,57642886,57685706,17q23,IC1
HER2+,CURTIS_H000524,POLG2,62473902,62493154,17q23,IC1
HER2+,CURTIS_H000524,TUBD1,57936843,57970306,17q23,IC1
HER2+,CURTIS_H000524,CCDC44,61678231,61685725,17q23,IC1
HER2+,CURTIS_H000524,RPS6KB2,67195931,67202879,11q13,IC2
HER2+,CURTIS_H000524,CA4,58227297,58248260,17q23,IC1
HER2+,CURTIS_H000524,FTSJ3,61896793,61907372,17q23,IC1
HER2+,CURTIS_H000524,WDR68,61627822,61671628,17q23,IC1
HER2+,CURTIS_H000524,CCDC45,62502706,62538579,17q23,IC1
HER2+,CURTIS_H000524,DQ893774,62495734,62504317,17q23,IC1
HER2+,CURTIS_H000524,CD79B,62006100,62009714,17q23,IC1
HER2+,CURTIS_H000524,PTRH2,57751997,57784987,17q23,IC1
HER2+,CURTIS_H000524,RNFT1,58029601,58042122,17q23,IC1
HER2+,CURTIS_H000524,TLK2,60536019,60692842,17q23,IC1
HER2+,CURTIS_H000524,PPFIA1,70116806,70231418,11q13,IC2
HER2+,CURTIS_H000524,RPS6KB1,57970407,58027925,17q23,IC1
HER2+,CURTIS_H000524,CTTN,70244510,70282690,11q13,IC2
HER2+,CURTIS_H000524,CLTC,57697050,57774317,17q23,IC1
HER2+,CURTIS_H000524,APPBP2,58520510,58603580,17q23,IC1
HER2+,CURTIS_H000524,STRADA,61759696,61819346,17q23,IC1
HER2+,CURTIS_H000524,DDX42,61850963,61896677,17q23,IC1
HER2+,CURTIS_H000524,USP32,58256455,58499831,17q23,IC1
HER2+,CURTIS_H000524,CCDC47,61822610,61853711,17q23,IC1
HER2+,CURTIS_H000524,SMARCD2,61909441,61920425,17q23,IC1
HER2+,CURTIS_H000524,CYB561,61509665,61523739,17q23,IC1
HER2+,CURTIS_H000523,POLD4,67118248,67124443,11q13,IC2
HER2+,CURTIS_H000523,HEATR6,58120555,58156292,17q23,IC1
HER2+,CURTIS_H000523,TMEM49,57784553,57919616,17q23,IC1
HER2+,CURTIS_H000523,DHX40,57642886,57685706,17q23,IC1
HER2+,CURTIS_H000523,TUBD1,57936843,57970306,17q23,IC1
HER2+,CURTIS_H000523,PPP1CA,67165654,67188654,11q13,IC2
HER2+,CURTIS_H000523,FGF4,69585784,69590171,11q13,IC2
HER2+,CURTIS_H000523,RPS6KB2,67195931,67202879,11q13,IC2
HER2+,CURTIS_H000523,CCND1,69455855,69469242,11q13,IC2
HER2+,CURTIS_H000523,PTRH2,57751997,57784987,17q23,IC1
HER2+,CURTIS_H000523,RNFT1,58029601,58042122,17q23,IC1
HER2+,CURTIS_H000523,PPFIA1,70116806,70231418,11q13,IC2
HER2+,CURTIS_H000523,RPS6KB1,57970407,58027925,17q23,IC1
HER2+,CURTIS_H000523,CTTN,70244510,70282690,11q13,IC2
HER2+,CURTIS_H000523,CLTC,57697050,57774317,17q23,IC1
HER2+,CURTIS_H000523,POLD3,74204896,74380162,11q13,IC2
HER2+,CURTIS_H000523,RAD9A,67085342,67165881,11q13,IC2
HER2+,CURTIS_H000523,MTL5,68474908,68519032,11q13,IC2
HER2+,CURTIS_H000523,SSH3,67070919,67080078,11q13,IC2
HER2+,CURTIS_H000520,EIF2C2,141530255,141645718,8q24,IC9
HER2+,CURTIS_H000520,C8orf82,145751117,145754516,8q24,IC9
HER2+,CURTIS_H000520,TAF2,120743015,120845103,8q24,IC9
HER2+,CURTIS_H000520,C8orf55,143808621,143818345,8q24,IC9
HER2+,CURTIS_H000520,EEF1D,144661867,144681711,8q24,IC9
HER2+,CURTIS_H000520,DGAT1,145538247,145550573,8q24,IC9
HER2+,CURTIS_H000520,DSCC1,120846216,120868250,8q24,IC9
HER2+,CURTIS_H000520,ZC3H3,144519825,144623623,8q24,IC9
HER2+,CURTIS_H000520,HSF1,145515273,145538385,8q24,IC9
HER2+,CURTIS_H000520,ADCK5,145596790,145618457,8q24,IC9
HER2+,CURTIS_H000520,FBXL6,145579091,145583036,8q24,IC9
HER2+,CURTIS_H000520,LRRC14,145743376,145750562,8q24,IC9
HER2+,CURTIS_H000520,ZNF16,146155744,146176274,8q24,IC9
HER2+,CURTIS_H000520,PUF60,144898514,144912029,8q24,IC9
HER2+,CURTIS_H000520,GPR172A,145577795,145584946,8q24,IC9
HER2+,CURTIS_H000520,RPL8,146015150,146017972,8q24,IC9
HER2+,CURTIS_H000520,COMMD5,146066427,146079121,8q24,IC9
HER2+,CURTIS_H000520,GRINA,145064226,145067583,8q24,IC9
HER2+,CURTIS_H000520,CYC1,145149930,145152428,8q24,IC9
HER2+,CURTIS_H000520,ZNF251,145946292,145981802,8q24,IC9
HER2+,CURTIS_H000520,WDYHV1,124428965,124482268,8q24,IC9
HER2+,CURTIS_H000520,EFR3A,132916335,133025889,8q24,IC9
HER2+,CURTIS_H000520,NSMCE2,126103921,126379362,8q24,IC9
HER2+,CURTIS_H000520,SHARPIN,145153536,145163027,8q24,IC9
HER2+,CURTIS_H000520,CYHR1,145674965,145691060,8q24,IC9
HER2+,CURTIS_H000520,ZNF707,144766622,144796068,8q24,IC9
HER2+,CURTIS_H000520,GLI4,144349603,144359101,8q24,IC9
HER2+,CURTIS_H000520,PHF20L1,133787604,133861052,8q24,IC9
HER2+,CURTIS_H000520,DERL1,124025404,124054663,8q24,IC9
HER2+,CURTIS_H000520,FAM84B,127564687,127570638,8q24,IC9
HER2+,CURTIS_H000520,TOP1MT,144386554,144442149,8q24,IC9
HER2+,CURTIS_H000520,KIAA1688,145754563,145831201,8q24,IC9
HER2+,CURTIS_H000520,CCND1,69455855,69469242,11q13,IC2
HER2+,CURTIS_H000520,VPS28,145648984,145653946,8q24,IC9
HER2+,CURTIS_H000520,PPP1R16A,145703352,145727504,8q24,IC9
HER2+,CURTIS_H000520,SCRIB,144873090,144897549,8q24,IC9
HER2+,CURTIS_H000520,PTK2,141667999,142012315,8q24,IC9
HER2+,CURTIS_H000520,MFSD3,145734457,145736596,8q24,IC9
HER2+,CURTIS_H000520,EXOSC4,145133529,145135550,8q24,IC9
HER2+,CURTIS_H000520,FAM83H,144806103,144815971,8q24,IC9
HER2+,CURTIS_H000520,WDR67,124054208,124164393,8q24,IC9
HER2+,CURTIS_H000520,BOP1,145486055,145515082,8q24,IC9
HER2+,CURTIS_H000520,CPSF1,145618444,145634733,8q24,IC9
HER2+,CURTIS_H000520,MAL2,120177273,120257913,8q24,IC9
HER2+,CURTIS_H000520,SQLE,126010739,126034525,8q24,IC9
HER2+,CURTIS_H000520,ZNF250,146101882,146127553,8q24,IC9
HER2+,CURTIS_H000520,MRPL13,121393000,121457642,8q24,IC9
HER2+,CURTIS_H000520,FAM91A1,124780696,124827692,8q24,IC9
HER2+,CURTIS_H000520,ATAD2,124332090,124428590,8q24,IC9
HER2+,CURTIS_H000520,MAF1,145159402,145162514,8q24,IC9
HER2+,CURTIS_H000520,TRAPPC9,140739968,141468678,8q24,IC9
HER2+,CURTIS_H000520,DQ894708,118532952,118552501,8q24,IC9
HER2+,CURTIS_H000520,C8orf76,124232197,124253638,8q24,IC9
HER2+,CURTIS_H000520,UTP23,117778742,117861702,8q24,IC9
HER2+,CURTIS_H000520,ZNF7,146052849,146072894,8q24,IC9
HER2+,CURTIS_H000520,RECQL4,145736671,145743229,8q24,IC9
HER2+,CURTIS_H000520,GPAA1,145137493,145141119,8q24,IC9
HER2+,CURTIS_H000520,MTBP,121457640,121554373,8q24,IC9
HER2+,CURTIS_H000520,RAD21,117858174,117887105,8q24,IC9
HER2+,CURTIS_H000520,ZNF34,145998499,146012730,8q24,IC9
HER2+,CURTIS_H000520,ST3GAL1,134467091,134584183,8q24,IC9
HER2+,CURTIS_H000520,MYC,128747680,128753680,8q24,IC9
HER2+,CURTIS_H000518,HEATR6,58120555,58156292,17q23,IC1
HER2+,CURTIS_H000518,TMEM49,57784553,57919616,17q23,IC1
HER2+,CURTIS_H000518,PPM1D,58677544,58743641,17q23,IC1
HER2+,CURTIS_H000518,DHX40,57642886,57685706,17q23,IC1
HER2+,CURTIS_H000518,POLG2,62473902,62493154,17q23,IC1
HER2+,CURTIS_H000518,TUBD1,57936843,57970306,17q23,IC1
HER2+,CURTIS_H000518,CCDC44,61678231,61685725,17q23,IC1
HER2+,CURTIS_H000518,INTS2,59942728,60005377,17q23,IC1
HER2+,CURTIS_H000518,FGF4,69585784,69590171,11q13,IC2
HER2+,CURTIS_H000518,CA4,58227297,58248260,17q23,IC1
HER2+,CURTIS_H000518,FTSJ3,61896793,61907372,17q23,IC1
HER2+,CURTIS_H000518,WDR68,61627822,61671628,17q23,IC1
HER2+,CURTIS_H000518,CCDC45,62502706,62538579,17q23,IC1
HER2+,CURTIS_H000518,DQ893774,62495734,62504317,17q23,IC1
HER2+,CURTIS_H000518,CD79B,62006100,62009714,17q23,IC1
HER2+,CURTIS_H000518,CCND1,69455855,69469242,11q13,IC2
HER2+,CURTIS_H000518,PTRH2,57751997,57784987,17q23,IC1
HER2+,CURTIS_H000518,RNFT1,58029601,58042122,17q23,IC1
HER2+,CURTIS_H000518,TLK2,60536019,60692842,17q23,IC1
HER2+,CURTIS_H000518,PPFIA1,70116806,70231418,11q13,IC2
HER2+,CURTIS_H000518,ACER3,76571911,76737841,11q13,IC2
HER2+,CURTIS_H000518,SPCS2,74660292,74690076,11q13,IC2
HER2+,CURTIS_H000518,MED13,60019966,60142643,17q23,IC1
HER2+,CURTIS_H000518,RPS6KB1,57970407,58027925,17q23,IC1
HER2+,CURTIS_H000518,CTTN,70244510,70282690,11q13,IC2
HER2+,CURTIS_H000518,PPME1,73882144,73965748,11q13,IC2
HER2+,CURTIS_H000518,CLTC,57697050,57774317,17q23,IC1
HER2+,CURTIS_H000518,UVRAG,75526212,75854239,11q13,IC2
HER2+,CURTIS_H000518,POLD3,74204896,74380162,11q13,IC2
HER2+,CURTIS_H000518,APPBP2,58520510,58603580,17q23,IC1
HER2+,CURTIS_H000518,STRADA,61759696,61819346,17q23,IC1
HER2+,CURTIS_H000518,DDX42,61850963,61896677,17q23,IC1
HER2+,CURTIS_H000518,USP32,58256455,58499831,17q23,IC1
HER2+,CURTIS_H000518,CCDC47,61822610,61853711,17q23,IC1
HER2+,CURTIS_H000518,SMARCD2,61909441,61920425,17q23,IC1
HER2+,CURTIS_H000518,CYB561,61509665,61523739,17q23,IC1
HER2+,CURTIS_H000502,HEATR6,58120555,58156292,17q23,IC1
HER2+,CURTIS_H000502,TMEM49,57784553,57919616,17q23,IC1
HER2+,CURTIS_H000502,PPM1D,58677544,58743641,17q23,IC1
HER2+,CURTIS_H000502,DHX40,57642886,57685706,17q23,IC1
HER2+,CURTIS_H000502,POLG2,62473902,62493154,17q23,IC1
HER2+,CURTIS_H000502,TUBD1,57936843,57970306,17q23,IC1
HER2+,CURTIS_H000502,CCDC44,61678231,61685725,17q23,IC1
HER2+,CURTIS_H000502,CA4,58227297,58248260,17q23,IC1
HER2+,CURTIS_H000502,FTSJ3,61896793,61907372,17q23,IC1
HER2+,CURTIS_H000502,WDR68,61627822,61671628,17q23,IC1
HER2+,CURTIS_H000502,CCDC45,62502706,62538579,17q23,IC1
HER2+,CURTIS_H000502,DQ893774,62495734,62504317,17q23,IC1
HER2+,CURTIS_H000502,CD79B,62006100,62009714,17q23,IC1
HER2+,CURTIS_H000502,PTRH2,57751997,57784987,17q23,IC1
HER2+,CURTIS_H000502,RNFT1,58029601,58042122,17q23,IC1
HER2+,CURTIS_H000502,TLK2,60536019,60692842,17q23,IC1
HER2+,CURTIS_H000502,MED13,60019966,60142643,17q23,IC1
HER2+,CURTIS_H000502,RPS6KB1,57970407,58027925,17q23,IC1
HER2+,CURTIS_H000502,CLTC,57697050,57774317,17q23,IC1
HER2+,CURTIS_H000502,APPBP2,58520510,58603580,17q23,IC1
HER2+,CURTIS_H000502,STRADA,61759696,61819346,17q23,IC1
HER2+,CURTIS_H000502,DDX42,61850963,61896677,17q23,IC1
HER2+,CURTIS_H000502,USP32,58256455,58499831,17q23,IC1
HER2+,CURTIS_H000502,CCDC47,61822610,61853711,17q23,IC1
HER2+,CURTIS_H000502,SMARCD2,61909441,61920425,17q23,IC1
HER2+,CURTIS_H000502,CYB561,61509665,61523739,17q23,IC1
HER2+,CURTIS_H000393,EIF2C2,141530255,141645718,8q24,IC9
HER2+,CURTIS_H000393,C8orf82,145751117,145754516,8q24,IC9
HER2+,CURTIS_H000393,TAF2,120743015,120845103,8q24,IC9
HER2+,CURTIS_H000393,HEATR6,58120555,58156292,17q23,IC1
HER2+,CURTIS_H000393,C8orf55,143808621,143818345,8q24,IC9
HER2+,CURTIS_H000393,TMEM49,57784553,57919616,17q23,IC1
HER2+,CURTIS_H000393,EEF1D,144661867,144681711,8q24,IC9
HER2+,CURTIS_H000393,PPM1D,58677544,58743641,17q23,IC1
HER2+,CURTIS_H000393,DGAT1,145538247,145550573,8q24,IC9
HER2+,CURTIS_H000393,DHX40,57642886,57685706,17q23,IC1
HER2+,CURTIS_H000393,DSCC1,120846216,120868250,8q24,IC9
HER2+,CURTIS_H000393,ZC3H3,144519825,144623623,8q24,IC9
HER2+,CURTIS_H000393,HSF1,145515273,145538385,8q24,IC9
HER2+,CURTIS_H000393,TUBD1,57936843,57970306,17q23,IC1
HER2+,CURTIS_H000393,CCDC44,61678231,61685725,17q23,IC1
HER2+,CURTIS_H000393,ADCK5,145596790,145618457,8q24,IC9
HER2+,CURTIS_H000393,FBXL6,145579091,145583036,8q24,IC9
HER2+,CURTIS_H000393,LRRC14,145743376,145750562,8q24,IC9
HER2+,CURTIS_H000393,FGF4,69585784,69590171,11q13,IC2
HER2+,CURTIS_H000393,ZNF16,146155744,146176274,8q24,IC9
HER2+,CURTIS_H000393,PUF60,144898514,144912029,8q24,IC9
HER2+,CURTIS_H000393,GPR172A,145577795,145584946,8q24,IC9
HER2+,CURTIS_H000393,RPL8,146015150,146017972,8q24,IC9
HER2+,CURTIS_H000393,COMMD5,146066427,146079121,8q24,IC9
HER2+,CURTIS_H000393,CA4,58227297,58248260,17q23,IC1
HER2+,CURTIS_H000393,CYC1,145149930,145152428,8q24,IC9
HER2+,CURTIS_H000393,ZNF251,145946292,145981802,8q24,IC9
HER2+,CURTIS_H000393,WDYHV1,124428965,124482268,8q24,IC9
HER2+,CURTIS_H000393,EFR3A,132916335,133025889,8q24,IC9
HER2+,CURTIS_H000393,NSMCE2,126103921,126379362,8q24,IC9
HER2+,CURTIS_H000393,SHARPIN,145153536,145163027,8q24,IC9
HER2+,CURTIS_H000393,WDR68,61627822,61671628,17q23,IC1
HER2+,CURTIS_H000393,CYHR1,145674965,145691060,8q24,IC9
HER2+,CURTIS_H000393,ZNF707,144766622,144796068,8q24,IC9
HER2+,CURTIS_H000393,GLI4,144349603,144359101,8q24,IC9
HER2+,CURTIS_H000393,PHF20L1,133787604,133861052,8q24,IC9
HER2+,CURTIS_H000393,DERL1,124025404,124054663,8q24,IC9
HER2+,CURTIS_H000393,FAM84B,127564687,127570638,8q24,IC9
HER2+,CURTIS_H000393,TOP1MT,144386554,144442149,8q24,IC9
HER2+,CURTIS_H000393,KIAA1688,145754563,145831201,8q24,IC9
HER2+,CURTIS_H000393,CCND1,69455855,69469242,11q13,IC2
HER2+,CURTIS_H000393,VPS28,145648984,145653946,8q24,IC9
HER2+,CURTIS_H000393,PTRH2,57751997,57784987,17q23,IC1
HER2+,CURTIS_H000393,PPP1R16A,145703352,145727504,8q24,IC9
HER2+,CURTIS_H000393,SCRIB,144873090,144897549,8q24,IC9
HER2+,CURTIS_H000393,RNFT1,58029601,58042122,17q23,IC1
HER2+,CURTIS_H000393,PTK2,141667999,142012315,8q24,IC9
HER2+,CURTIS_H000393,MFSD3,145734457,145736596,8q24,IC9
HER2+,CURTIS_H000393,EXOSC4,145133529,145135550,8q24,IC9
HER2+,CURTIS_H000393,FAM83H,144806103,144815971,8q24,IC9
HER2+,CURTIS_H000393,PPFIA1,70116806,70231418,11q13,IC2
HER2+,CURTIS_H000393,WDR67,124054208,124164393,8q24,IC9
HER2+,CURTIS_H000393,RPS6KB1,57970407,58027925,17q23,IC1
HER2+,CURTIS_H000393,CTTN,70244510,70282690,11q13,IC2
HER2+,CURTIS_H000393,BOP1,145486055,145515082,8q24,IC9
HER2+,CURTIS_H000393,CPSF1,145618444,145634733,8q24,IC9
HER2+,CURTIS_H000393,MAL2,120177273,120257913,8q24,IC9
HER2+,CURTIS_H000393,CLTC,57697050,57774317,17q23,IC1
HER2+,CURTIS_H000393,SQLE,126010739,126034525,8q24,IC9
HER2+,CURTIS_H000393,ZNF250,146101882,146127553,8q24,IC9
HER2+,CURTIS_H000393,MRPL13,121393000,121457642,8q24,IC9
HER2+,CURTIS_H000393,APPBP2,58520510,58603580,17q23,IC1
HER2+,CURTIS_H000393,FAM91A1,124780696,124827692,8q24,IC9
HER2+,CURTIS_H000393,ATAD2,124332090,124428590,8q24,IC9
HER2+,CURTIS_H000393,MAF1,145159402,145162514,8q24,IC9
HER2+,CURTIS_H000393,STRADA,61759696,61819346,17q23,IC1
HER2+,CURTIS_H000393,TRAPPC9,140739968,141468678,8q24,IC9
HER2+,CURTIS_H000393,DQ894708,118532952,118552501,8q24,IC9
HER2+,CURTIS_H000393,C8orf76,124232197,124253638,8q24,IC9
HER2+,CURTIS_H000393,USP32,58256455,58499831,17q23,IC1
HER2+,CURTIS_H000393,UTP23,117778742,117861702,8q24,IC9
HER2+,CURTIS_H000393,NADSYN1,71164155,71235153,11q13,IC2
HER2+,CURTIS_H000393,ZNF7,146052849,146072894,8q24,IC9
HER2+,CURTIS_H000393,RECQL4,145736671,145743229,8q24,IC9
HER2+,CURTIS_H000393,GPAA1,145137493,145141119,8q24,IC9
HER2+,CURTIS_H000393,MTBP,121457640,121554373,8q24,IC9
HER2+,CURTIS_H000393,RAD21,117858174,117887105,8q24,IC9
HER2+,CURTIS_H000393,CYB561,61509665,61523739,17q23,IC1
HER2+,CURTIS_H000393,ZNF34,145998499,146012730,8q24,IC9
HER2+,CURTIS_H000393,ST3GAL1,134467091,134584183,8q24,IC9
HER2+,CURTIS_H000393,MYC,128747680,128753680,8q24,IC9
HER2+,CURTIS_H000392,ZNF16,146155744,146176274,8q24,IC9
HER2+,CURTIS_H000392,COMMD5,146066427,146079121,8q24,IC9
HER2+,CURTIS_H000392,ZNF250,146101882,146127553,8q24,IC9
HER2+,CURTIS_H000391,PAAF1,73587744,73642169,11q13,IC2
HER2+,CURTIS_H000391,ACER3,76571911,76737841,11q13,IC2
HER2+,CURTIS_H000391,SPCS2,74660292,74690076,11q13,IC2
HER2+,CURTIS_H000391,PPME1,73882144,73965748,11q13,IC2
HER2+,CURTIS_H000391,UVRAG,75526212,75854239,11q13,IC2
HER2+,CURTIS_H000391,POLD3,74204896,74380162,11q13,IC2
HER2+,CURTIS_H000391,CHCHD8,73583712,73588033,11q13,IC2
HER2+,CURTIS_H001442,HEATR6,58120555,58156292,17q23,IC1
HER2+,CURTIS_H001442,TMEM49,57784553,57919616,17q23,IC1
HER2+,CURTIS_H001442,PPM1D,58677544,58743641,17q23,IC1
HER2+,CURTIS_H001442,DHX40,57642886,57685706,17q23,IC1
HER2+,CURTIS_H001442,TUBD1,57936843,57970306,17q23,IC1
HER2+,CURTIS_H001442,CA4,58227297,58248260,17q23,IC1
HER2+,CURTIS_H001442,PTRH2,57751997,57784987,17q23,IC1
HER2+,CURTIS_H001442,RNFT1,58029601,58042122,17q23,IC1
HER2+,CURTIS_H001442,RPS6KB1,57970407,58027925,17q23,IC1
HER2+,CURTIS_H001442,CLTC,57697050,57774317,17q23,IC1
HER2+,CURTIS_H001442,APPBP2,58520510,58603580,17q23,IC1
HER2+,CURTIS_H001442,USP32,58256455,58499831,17q23,IC1
HER2+,CURTIS_H001441,EIF2C2,141530255,141645718,8q24,IC9
HER2+,CURTIS_H001441,TAF2,120743015,120845103,8q24,IC9
HER2+,CURTIS_H001441,HEATR6,58120555,58156292,17q23,IC1
HER2+,CURTIS_H001441,C8orf55,143808621,143818345,8q24,IC9
HER2+,CURTIS_H001441,TMEM49,57784553,57919616,17q23,IC1
HER2+,CURTIS_H001441,PPM1D,58677544,58743641,17q23,IC1
HER2+,CURTIS_H001441,DHX40,57642886,57685706,17q23,IC1
HER2+,CURTIS_H001441,DSCC1,120846216,120868250,8q24,IC9
HER2+,CURTIS_H001441,ZC3H3,144519825,144623623,8q24,IC9
HER2+,CURTIS_H001441,HSF1,145515273,145538385,8q24,IC9
HER2+,CURTIS_H001441,TUBD1,57936843,57970306,17q23,IC1
HER2+,CURTIS_H001441,CCDC44,61678231,61685725,17q23,IC1
HER2+,CURTIS_H001441,ADCK5,145596790,145618457,8q24,IC9
HER2+,CURTIS_H001441,LRRC14,145743376,145750562,8q24,IC9
HER2+,CURTIS_H001441,INTS2,59942728,60005377,17q23,IC1
HER2+,CURTIS_H001441,ZNF16,146155744,146176274,8q24,IC9
HER2+,CURTIS_H001441,COMMD5,146066427,146079121,8q24,IC9
HER2+,CURTIS_H001441,CA4,58227297,58248260,17q23,IC1
HER2+,CURTIS_H001441,ZNF251,145946292,145981802,8q24,IC9
HER2+,CURTIS_H001441,WDYHV1,124428965,124482268,8q24,IC9
HER2+,CURTIS_H001441,EFR3A,132916335,133025889,8q24,IC9
HER2+,CURTIS_H001441,NSMCE2,126103921,126379362,8q24,IC9
HER2+,CURTIS_H001441,SHARPIN,145153536,145163027,8q24,IC9
HER2+,CURTIS_H001441,WDR68,61627822,61671628,17q23,IC1
HER2+,CURTIS_H001441,ZNF707,144766622,144796068,8q24,IC9
HER2+,CURTIS_H001441,PHF20L1,133787604,133861052,8q24,IC9
HER2+,CURTIS_H001441,DERL1,124025404,124054663,8q24,IC9
HER2+,CURTIS_H001441,FAM84B,127564687,127570638,8q24,IC9
HER2+,CURTIS_H001441,TOP1MT,144386554,144442149,8q24,IC9
HER2+,CURTIS_H001441,KIAA1688,145754563,145831201,8q24,IC9
HER2+,CURTIS_H001441,PTRH2,57751997,57784987,17q23,IC1
HER2+,CURTIS_H001441,PPP1R16A,145703352,145727504,8q24,IC9
HER2+,CURTIS_H001441,RNFT1,58029601,58042122,17q23,IC1
HER2+,CURTIS_H001441,PTK2,141667999,142012315,8q24,IC9
HER2+,CURTIS_H001441,EXOSC4,145133529,145135550,8q24,IC9
HER2+,CURTIS_H001441,WDR67,124054208,124164393,8q24,IC9
HER2+,CURTIS_H001441,MED13,60019966,60142643,17q23,IC1
HER2+,CURTIS_H001441,RPS6KB1,57970407,58027925,17q23,IC1
HER2+,CURTIS_H001441,BOP1,145486055,145515082,8q24,IC9
HER2+,CURTIS_H001441,CPSF1,145618444,145634733,8q24,IC9
HER2+,CURTIS_H001441,MAL2,120177273,120257913,8q24,IC9
HER2+,CURTIS_H001441,CLTC,57697050,57774317,17q23,IC1
HER2+,CURTIS_H001441,SQLE,126010739,126034525,8q24,IC9
HER2+,CURTIS_H001441,ZNF250,146101882,146127553,8q24,IC9
HER2+,CURTIS_H001441,MRPL13,121393000,121457642,8q24,IC9
HER2+,CURTIS_H001441,APPBP2,58520510,58603580,17q23,IC1
HER2+,CURTIS_H001441,FAM91A1,124780696,124827692,8q24,IC9
HER2+,CURTIS_H001441,ATAD2,124332090,124428590,8q24,IC9
HER2+,CURTIS_H001441,STRADA,61759696,61819346,17q23,IC1
HER2+,CURTIS_H001441,TRAPPC9,140739968,141468678,8q24,IC9
HER2+,CURTIS_H001441,DQ894708,118532952,118552501,8q24,IC9
HER2+,CURTIS_H001441,C8orf76,124232197,124253638,8q24,IC9
HER2+,CURTIS_H001441,USP32,58256455,58499831,17q23,IC1
HER2+,CURTIS_H001441,UTP23,117778742,117861702,8q24,IC9
HER2+,CURTIS_H001441,ZNF7,146052849,146072894,8q24,IC9
HER2+,CURTIS_H001441,MTBP,121457640,121554373,8q24,IC9
HER2+,CURTIS_H001441,RAD21,117858174,117887105,8q24,IC9
HER2+,CURTIS_H001441,CYB561,61509665,61523739,17q23,IC1
HER2+,CURTIS_H001441,ZNF34,145998499,146012730,8q24,IC9
HER2+,CURTIS_H001441,ST3GAL1,134467091,134584183,8q24,IC9
HER2+,CURTIS_H001441,MYC,128747680,128753680,8q24,IC9
HER2+,CURTIS_H001404,WDYHV1,124428965,124482268,8q24,IC9
HER2+,CURTIS_H001404,NSMCE2,126103921,126379362,8q24,IC9
HER2+,CURTIS_H001404,DERL1,124025404,124054663,8q24,IC9
