group,Sample,Gene_symbol,TransformedCN,Ensembl_ID,Alias,gencode_seqnames_hg19,gencode_start_hg19,gencode_end_hg19,Cytoband_hg19,IC
HER2+,CURTIS_H004147_T01_01_WG01,RNFT1,4,ENSG00000189050,,chr17,58029601,58042122,17q23,IC1
HER2+,CURTIS_H004147_T01_01_WG01,TLK2,2,ENSG00000146872,,chr17,60536019,60692842,17q23,IC1
HER2+,CURTIS_H004147_T01_01_WG01,MED13,3,ENSG00000108510,,chr17,60019966,60142643,17q23,IC1
HER2+,CURTIS_H004147_T01_01_WG01,RPS6KB1,5,ENSG00000108443,,chr17,57970407,58027925,17q23,IC1
HER2+,CURTIS_H004147_T01_01_WG01,CLTC,5,ENSG00000141367,,chr17,57697050,57774317,17q23,IC1
HER2+,CURTIS_H004147_T01_01_WG01,APPBP2,5,ENSG00000062725,,chr17,58520510,58603580,17q23,IC1
HER2+,CURTIS_H004147_T01_01_WG01,STRADA,2,ENSG00000125695,,chr17,61759696,61819346,17q23,IC1
HER2+,CURTIS_H004147_T01_01_WG01,DDX42,2,ENSG00000198231,,chr17,61850963,61896677,17q23,IC1
HER2+,CURTIS_H004147_T01_01_WG01,USP32,4,ENSG00000170832,,chr17,58256455,58499831,17q23,IC1
HER2+,CURTIS_H004147_T01_01_WG01,CCDC47,2,ENSG00000108588,,chr17,61822610,61853711,17q23,IC1
HER2+,CURTIS_H004147_T01_01_WG01,SMARCD2,2,ENSG00000108604,,chr17,61909441,61920425,17q23,IC1
HER2+,CURTIS_H004147_T01_01_WG01,CYB561,2,ENSG00000008283,,chr17,61509665,61523739,17q23,IC1
HER2+,CURTIS_H004136_T01_01_WG01,TAF2,4,ENSG00000064313,,chr8,120743015,120845103,8q24,IC9
HER2+,CURTIS_H004136_T01_01_WG01,DSCC1,4,ENSG00000136982,,chr8,120846216,120868250,8q24,IC9
HER2+,CURTIS_H004136_T01_01_WG01,WDYHV1,5,ENSG00000156795,,chr8,124428965,124482268,8q24,IC9
HER2+,CURTIS_H004136_T01_01_WG01,NSMCE2,4,ENSG00000156831,,chr8,126103921,126379362,8q24,IC9
HER2+,CURTIS_H004136_T01_01_WG01,DERL1,5,ENSG00000136986,,chr8,124025404,124054663,8q24,IC9
HER2+,CURTIS_H004136_T01_01_WG01,FAM84B,5,ENSG00000168672,,chr8,127564687,127570638,8q24,IC9
HER2+,CURTIS_H004136_T01_01_WG01,WDR67,5,ENSG00000156787,TBC1D31,chr8,124054208,124164393,8q24,IC9
HER2+,CURTIS_H004136_T01_01_WG01,MAL2,4,ENSG00000147676,,chr8,120177273,120257913,8q24,IC9
HER2+,CURTIS_H004136_T01_01_WG01,SQLE,4,ENSG00000104549,,chr8,126010739,126034525,8q24,IC9
HER2+,CURTIS_H004136_T01_01_WG01,MRPL13,4,ENSG00000172172,,chr8,121393000,121457642,8q24,IC9
HER2+,CURTIS_H004136_T01_01_WG01,FAM91A1,5,ENSG00000176853,,chr8,124780696,124827692,8q24,IC9
HER2+,CURTIS_H004136_T01_01_WG01,ATAD2,5,ENSG00000156802,,chr8,124332090,124428590,8q24,IC9
HER2+,CURTIS_H004136_T01_01_WG01,DQ894708,5,ENSG00000164758,MED30,chr8,118532952,118552501,8q24,IC9
HER2+,CURTIS_H004136_T01_01_WG01,C8orf76,5,ENSG00000189376,,chr8,124232197,124253638,8q24,IC9
HER2+,CURTIS_H004136_T01_01_WG01,UTP23,5,ENSG00000147679,,chr8,117778742,117861702,8q24,IC9
HER2+,CURTIS_H004136_T01_01_WG01,MTBP,4,ENSG00000172167,,chr8,121457640,121554373,8q24,IC9
HER2+,CURTIS_H004136_T01_01_WG01,RAD21,5,,,chr8,117858174,117887105,8q24,IC9
HER2+,CURTIS_H004136_T01_01_WG01,MYC,5,,,chr8,128747680,128753680,8q24,IC9
HER2+,CURTIS_H004124_T01_01_WG01,C8orf82,2,ENSG00000213563,,chr8,145751117,145754516,8q24,IC9
HER2+,CURTIS_H004124_T01_01_WG01,TAF2,3,ENSG00000064313,,chr8,120743015,120845103,8q24,IC9
HER2+,CURTIS_H004124_T01_01_WG01,C8orf55,2,ENSG00000130193,THEM6,chr8,143808621,143818345,8q24,IC9
HER2+,CURTIS_H004124_T01_01_WG01,EEF1D,2,ENSG00000104529,,chr8,144661867,144681711,8q24,IC9
HER2+,CURTIS_H004124_T01_01_WG01,DGAT1,2,ENSG00000185000,,chr8,145538247,145550573,8q24,IC9
HER2+,CURTIS_H004124_T01_01_WG01,DSCC1,3,ENSG00000136982,,chr8,120846216,120868250,8q24,IC9
HER2+,CURTIS_H004124_T01_01_WG01,ZC3H3,2,ENSG00000014164,,chr8,144519825,144623623,8q24,IC9
HER2+,CURTIS_H004124_T01_01_WG01,HSF1,2,ENSG00000185122,,chr8,145515273,145538385,8q24,IC9
HER2+,CURTIS_H004124_T01_01_WG01,ADCK5,2,ENSG00000173137,,chr8,145596790,145618457,8q24,IC9
HER2+,CURTIS_H004124_T01_01_WG01,FBXL6,2,ENSG00000182325,,chr8,145579091,145583036,8q24,IC9
HER2+,CURTIS_H004124_T01_01_WG01,LRRC14,2,ENSG00000160959,,chr8,145743376,145750562,8q24,IC9
HER2+,CURTIS_H004124_T01_01_WG01,FGF4,2,,,chr11,69585784,69590171,11q13,IC2
HER2+,CURTIS_H004124_T01_01_WG01,PUF60,2,ENSG00000179950,,chr8,144898514,144912029,8q24,IC9
HER2+,CURTIS_H004124_T01_01_WG01,GPR172A,2,ENSG00000185803,SLC52A2,chr8,145577795,145584946,8q24,IC9
HER2+,CURTIS_H004124_T01_01_WG01,GRINA,2,ENSG00000178719,,chr8,145064226,145067583,8q24,IC9
HER2+,CURTIS_H004124_T01_01_WG01,CYC1,2,ENSG00000179091,,chr8,145149930,145152428,8q24,IC9
HER2+,CURTIS_H004124_T01_01_WG01,ZNF251,2,ENSG00000198169,,chr8,145946292,145981802,8q24,IC9
HER2+,CURTIS_H004124_T01_01_WG01,WDYHV1,2,ENSG00000156795,,chr8,124428965,124482268,8q24,IC9
HER2+,CURTIS_H004124_T01_01_WG01,NSMCE2,4,ENSG00000156831,,chr8,126103921,126379362,8q24,IC9
HER2+,CURTIS_H004124_T01_01_WG01,SHARPIN,2,ENSG00000179526,,chr8,145153536,145163027,8q24,IC9
HER2+,CURTIS_H004124_T01_01_WG01,CYHR1,2,ENSG00000187954,,chr8,145674965,145691060,8q24,IC9
HER2+,CURTIS_H004124_T01_01_WG01,ZNF707,2,ENSG00000181135,,chr8,144766622,144796068,8q24,IC9
HER2+,CURTIS_H004124_T01_01_WG01,GLI4,2,ENSG00000221850,,chr8,144349603,144359101,8q24,IC9
HER2+,CURTIS_H004124_T01_01_WG01,DERL1,2,ENSG00000136986,,chr8,124025404,124054663,8q24,IC9
HER2+,CURTIS_H004124_T01_01_WG01,FAM84B,2,ENSG00000168672,,chr8,127564687,127570638,8q24,IC9
HER2+,CURTIS_H004124_T01_01_WG01,TOP1MT,2,ENSG00000184428,,chr8,144386554,144442149,8q24,IC9
HER2+,CURTIS_H004124_T01_01_WG01,KIAA1688,2,ENSG00000147799,ARHGAP39,chr8,145754563,145831201,8q24,IC9
HER2+,CURTIS_H004124_T01_01_WG01,CCND1,2,ENSG00000110092,,chr11,69455855,69469242,11q13,IC2
HER2+,CURTIS_H004124_T01_01_WG01,VPS28,2,ENSG00000160948,,chr8,145648984,145653946,8q24,IC9
HER2+,CURTIS_H004124_T01_01_WG01,PPP1R16A,2,ENSG00000160972,,chr8,145703352,145727504,8q24,IC9
HER2+,CURTIS_H004124_T01_01_WG01,SCRIB,2,ENSG00000180900,,chr8,144873090,144897549,8q24,IC9
HER2+,CURTIS_H004124_T01_01_WG01,MFSD3,2,ENSG00000167700,,chr8,145734457,145736596,8q24,IC9
HER2+,CURTIS_H004124_T01_01_WG01,EXOSC4,2,ENSG00000178896,,chr8,145133529,145135550,8q24,IC9
HER2+,CURTIS_H004124_T01_01_WG01,FAM83H,2,ENSG00000180921,,chr8,144806103,144815971,8q24,IC9
HER2+,CURTIS_H004124_T01_01_WG01,PPFIA1,2,ENSG00000131626,,chr11,70116806,70231418,11q13,IC2
HER2+,CURTIS_H004124_T01_01_WG01,WDR67,2,ENSG00000156787,TBC1D31,chr8,124054208,124164393,8q24,IC9
HER2+,CURTIS_H004124_T01_01_WG01,CTTN,2,ENSG00000085733,,chr11,70244510,70282690,11q13,IC2
HER2+,CURTIS_H004124_T01_01_WG01,BOP1,2,ENSG00000170727,,chr8,145486055,145515082,8q24,IC9
HER2+,CURTIS_H004124_T01_01_WG01,CPSF1,2,ENSG00000071894,,chr8,145618444,145634733,8q24,IC9
HER2+,CURTIS_H004124_T01_01_WG01,MAL2,3,ENSG00000147676,,chr8,120177273,120257913,8q24,IC9
HER2+,CURTIS_H004124_T01_01_WG01,SQLE,4,ENSG00000104549,,chr8,126010739,126034525,8q24,IC9
HER2+,CURTIS_H004124_T01_01_WG01,MRPL13,3,ENSG00000172172,,chr8,121393000,121457642,8q24,IC9
HER2+,CURTIS_H004124_T01_01_WG01,FAM91A1,2,ENSG00000176853,,chr8,124780696,124827692,8q24,IC9
HER2+,CURTIS_H004124_T01_01_WG01,ATAD2,2,ENSG00000156802,,chr8,124332090,124428590,8q24,IC9
HER2+,CURTIS_H004124_T01_01_WG01,MAF1,2,ENSG00000179632,,chr8,145159402,145162514,8q24,IC9
HER2+,CURTIS_H004124_T01_01_WG01,DQ894708,3,ENSG00000164758,MED30,chr8,118532952,118552501,8q24,IC9
HER2+,CURTIS_H004124_T01_01_WG01,C8orf76,2,ENSG00000189376,,chr8,124232197,124253638,8q24,IC9
HER2+,CURTIS_H004124_T01_01_WG01,UTP23,3,ENSG00000147679,,chr8,117778742,117861702,8q24,IC9
HER2+,CURTIS_H004124_T01_01_WG01,NADSYN1,2,ENSG00000172890,,chr11,71164155,71235153,11q13,IC2
HER2+,CURTIS_H004124_T01_01_WG01,RECQL4,2,ENSG00000160957,,chr8,145736671,145743229,8q24,IC9
HER2+,CURTIS_H004124_T01_01_WG01,GPAA1,2,ENSG00000197858,,chr8,145137493,145141119,8q24,IC9
HER2+,CURTIS_H004124_T01_01_WG01,MTBP,3,ENSG00000172167,,chr8,121457640,121554373,8q24,IC9
HER2+,CURTIS_H004124_T01_01_WG01,RAD21,3,,,chr8,117858174,117887105,8q24,IC9
HER2+,CURTIS_H004124_T01_01_WG01,MYC,5,,,chr8,128747680,128753680,8q24,IC9
HER2+,CURTIS_H004123_T01_01_WG01,EIF2C2,2,ENSG00000123908,AGO2,chr8,141530255,141645718,8q24,IC9
HER2+,CURTIS_H004123_T01_01_WG01,C8orf82,2,ENSG00000213563,,chr8,145751117,145754516,8q24,IC9
HER2+,CURTIS_H004123_T01_01_WG01,HEATR6,5,ENSG00000068097,,chr17,58120555,58156292,17q23,IC1
HER2+,CURTIS_H004123_T01_01_WG01,C8orf55,2,ENSG00000130193,THEM6,chr8,143808621,143818345,8q24,IC9
HER2+,CURTIS_H004123_T01_01_WG01,TMEM49,5,ENSG00000062716,VMP1,chr17,57784553,57919616,17q23,IC1
HER2+,CURTIS_H004123_T01_01_WG01,EEF1D,2,ENSG00000104529,,chr8,144661867,144681711,8q24,IC9
HER2+,CURTIS_H004123_T01_01_WG01,PPM1D,5,ENSG00000170836,,chr17,58677544,58743641,17q23,IC1
HER2+,CURTIS_H004123_T01_01_WG01,DGAT1,2,ENSG00000185000,,chr8,145538247,145550573,8q24,IC9
HER2+,CURTIS_H004123_T01_01_WG01,DHX40,5,ENSG00000108406,,chr17,57642886,57685706,17q23,IC1
HER2+,CURTIS_H004123_T01_01_WG01,ZC3H3,2,ENSG00000014164,,chr8,144519825,144623623,8q24,IC9
HER2+,CURTIS_H004123_T01_01_WG01,HSF1,2,ENSG00000185122,,chr8,145515273,145538385,8q24,IC9
HER2+,CURTIS_H004123_T01_01_WG01,TUBD1,5,ENSG00000108423,,chr17,57936843,57970306,17q23,IC1
HER2+,CURTIS_H004123_T01_01_WG01,ADCK5,2,ENSG00000173137,,chr8,145596790,145618457,8q24,IC9
HER2+,CURTIS_H004123_T01_01_WG01,FBXL6,2,ENSG00000182325,,chr8,145579091,145583036,8q24,IC9
HER2+,CURTIS_H004123_T01_01_WG01,LRRC14,2,ENSG00000160959,,chr8,145743376,145750562,8q24,IC9
HER2+,CURTIS_H004123_T01_01_WG01,INTS2,5,ENSG00000108506,,chr17,59942728,60005377,17q23,IC1
HER2+,CURTIS_H004123_T01_01_WG01,ZNF16,2,ENSG00000170631,,chr8,146155744,146176274,8q24,IC9
HER2+,CURTIS_H004123_T01_01_WG01,PUF60,2,ENSG00000179950,,chr8,144898514,144912029,8q24,IC9
HER2+,CURTIS_H004123_T01_01_WG01,GPR172A,2,ENSG00000185803,SLC52A2,chr8,145577795,145584946,8q24,IC9
HER2+,CURTIS_H004123_T01_01_WG01,RPL8,2,ENSG00000161016,,chr8,146015150,146017972,8q24,IC9
HER2+,CURTIS_H004123_T01_01_WG01,COMMD5,2,ENSG00000170619,,chr8,146066427,146079121,8q24,IC9
HER2+,CURTIS_H004123_T01_01_WG01,GRINA,2,ENSG00000178719,,chr8,145064226,145067583,8q24,IC9
HER2+,CURTIS_H004123_T01_01_WG01,CA4,5,,,chr17,58227297,58248260,17q23,IC1
HER2+,CURTIS_H004123_T01_01_WG01,CYC1,2,ENSG00000179091,,chr8,145149930,145152428,8q24,IC9
HER2+,CURTIS_H004123_T01_01_WG01,ZNF251,2,ENSG00000198169,,chr8,145946292,145981802,8q24,IC9
HER2+,CURTIS_H004123_T01_01_WG01,SHARPIN,2,ENSG00000179526,,chr8,145153536,145163027,8q24,IC9
HER2+,CURTIS_H004123_T01_01_WG01,WDR68,5,ENSG00000136485,DCAF7,chr17,61627822,61671628,17q23,IC1
HER2+,CURTIS_H004123_T01_01_WG01,CYHR1,2,ENSG00000187954,,chr8,145674965,145691060,8q24,IC9
HER2+,CURTIS_H004123_T01_01_WG01,ZNF707,2,ENSG00000181135,,chr8,144766622,144796068,8q24,IC9
HER2+,CURTIS_H004123_T01_01_WG01,GLI4,2,ENSG00000221850,,chr8,144349603,144359101,8q24,IC9
HER2+,CURTIS_H004123_T01_01_WG01,TOP1MT,2,ENSG00000184428,,chr8,144386554,144442149,8q24,IC9
HER2+,CURTIS_H004123_T01_01_WG01,KIAA1688,2,ENSG00000147799,ARHGAP39,chr8,145754563,145831201,8q24,IC9
HER2+,CURTIS_H004123_T01_01_WG01,VPS28,2,ENSG00000160948,,chr8,145648984,145653946,8q24,IC9
HER2+,CURTIS_H004123_T01_01_WG01,PTRH2,5,ENSG00000214225,,chr17,57751997,57784987,17q23,IC1
HER2+,CURTIS_H004123_T01_01_WG01,PPP1R16A,2,ENSG00000160972,,chr8,145703352,145727504,8q24,IC9
HER2+,CURTIS_H004123_T01_01_WG01,SCRIB,2,ENSG00000180900,,chr8,144873090,144897549,8q24,IC9
HER2+,CURTIS_H004123_T01_01_WG01,RNFT1,5,ENSG00000189050,,chr17,58029601,58042122,17q23,IC1
HER2+,CURTIS_H004123_T01_01_WG01,PTK2,2,ENSG00000169398,,chr8,141667999,142012315,8q24,IC9
HER2+,CURTIS_H004123_T01_01_WG01,TLK2,5,ENSG00000146872,,chr17,60536019,60692842,17q23,IC1
HER2+,CURTIS_H004123_T01_01_WG01,MFSD3,2,ENSG00000167700,,chr8,145734457,145736596,8q24,IC9
HER2+,CURTIS_H004123_T01_01_WG01,EXOSC4,2,ENSG00000178896,,chr8,145133529,145135550,8q24,IC9
HER2+,CURTIS_H004123_T01_01_WG01,MED13,5,ENSG00000108510,,chr17,60019966,60142643,17q23,IC1
HER2+,CURTIS_H004123_T01_01_WG01,RPS6KB1,5,ENSG00000108443,,chr17,57970407,58027925,17q23,IC1
HER2+,CURTIS_H004123_T01_01_WG01,BOP1,2,ENSG00000170727,,chr8,145486055,145515082,8q24,IC9
HER2+,CURTIS_H004123_T01_01_WG01,CPSF1,2,ENSG00000071894,,chr8,145618444,145634733,8q24,IC9
HER2+,CURTIS_H004123_T01_01_WG01,CLTC,5,ENSG00000141367,,chr17,57697050,57774317,17q23,IC1
HER2+,CURTIS_H004123_T01_01_WG01,ZNF250,2,ENSG00000196150,,chr8,146101882,146127553,8q24,IC9
HER2+,CURTIS_H004123_T01_01_WG01,APPBP2,5,ENSG00000062725,,chr17,58520510,58603580,17q23,IC1
HER2+,CURTIS_H004123_T01_01_WG01,MAF1,2,ENSG00000179632,,chr8,145159402,145162514,8q24,IC9
HER2+,CURTIS_H004123_T01_01_WG01,CCS,3,ENSG00000173992,,chr11,66360292,66373490,11q13,IC2
HER2+,CURTIS_H004123_T01_01_WG01,TRAPPC9,2,ENSG00000167632,,chr8,140739968,141468678,8q24,IC9
HER2+,CURTIS_H004123_T01_01_WG01,USP32,5,ENSG00000170832,,chr17,58256455,58499831,17q23,IC1
HER2+,CURTIS_H004123_T01_01_WG01,ZNF7,2,ENSG00000147789,,chr8,146052849,146072894,8q24,IC9
HER2+,CURTIS_H004123_T01_01_WG01,RECQL4,2,ENSG00000160957,,chr8,145736671,145743229,8q24,IC9
HER2+,CURTIS_H004123_T01_01_WG01,GPAA1,2,ENSG00000197858,,chr8,145137493,145141119,8q24,IC9
HER2+,CURTIS_H004123_T01_01_WG01,CYB561,5,ENSG00000008283,,chr17,61509665,61523739,17q23,IC1
HER2+,CURTIS_H004123_T01_01_WG01,ZNF34,2,ENSG00000196378,,chr8,145998499,146012730,8q24,IC9
HER2+,CURTIS_H004103_T01_01_WG01,EIF2C2,2,ENSG00000123908,AGO2,chr8,141530255,141645718,8q24,IC9
HER2+,CURTIS_H004103_T01_01_WG01,C8orf82,2,ENSG00000213563,,chr8,145751117,145754516,8q24,IC9
HER2+,CURTIS_H004103_T01_01_WG01,TAF2,2,ENSG00000064313,,chr8,120743015,120845103,8q24,IC9
HER2+,CURTIS_H004103_T01_01_WG01,C8orf55,2,ENSG00000130193,THEM6,chr8,143808621,143818345,8q24,IC9
HER2+,CURTIS_H004103_T01_01_WG01,EEF1D,2,ENSG00000104529,,chr8,144661867,144681711,8q24,IC9
HER2+,CURTIS_H004103_T01_01_WG01,DGAT1,2,ENSG00000185000,,chr8,145538247,145550573,8q24,IC9
HER2+,CURTIS_H004103_T01_01_WG01,DSCC1,2,ENSG00000136982,,chr8,120846216,120868250,8q24,IC9
HER2+,CURTIS_H004103_T01_01_WG01,ZC3H3,2,ENSG00000014164,,chr8,144519825,144623623,8q24,IC9
HER2+,CURTIS_H004103_T01_01_WG01,HSF1,2,ENSG00000185122,,chr8,145515273,145538385,8q24,IC9
HER2+,CURTIS_H004103_T01_01_WG01,ADCK5,2,ENSG00000173137,,chr8,145596790,145618457,8q24,IC9
HER2+,CURTIS_H004103_T01_01_WG01,FBXL6,2,ENSG00000182325,,chr8,145579091,145583036,8q24,IC9
HER2+,CURTIS_H004103_T01_01_WG01,LRRC14,2,ENSG00000160959,,chr8,145743376,145750562,8q24,IC9
HER2+,CURTIS_H004103_T01_01_WG01,ZNF16,2,ENSG00000170631,,chr8,146155744,146176274,8q24,IC9
HER2+,CURTIS_H004103_T01_01_WG01,PUF60,2,ENSG00000179950,,chr8,144898514,144912029,8q24,IC9
HER2+,CURTIS_H004103_T01_01_WG01,GPR172A,2,ENSG00000185803,SLC52A2,chr8,145577795,145584946,8q24,IC9
HER2+,CURTIS_H004103_T01_01_WG01,RPL8,2,ENSG00000161016,,chr8,146015150,146017972,8q24,IC9
HER2+,CURTIS_H004103_T01_01_WG01,COMMD5,2,ENSG00000170619,,chr8,146066427,146079121,8q24,IC9
HER2+,CURTIS_H004103_T01_01_WG01,GRINA,2,ENSG00000178719,,chr8,145064226,145067583,8q24,IC9
HER2+,CURTIS_H004103_T01_01_WG01,CYC1,2,ENSG00000179091,,chr8,145149930,145152428,8q24,IC9
HER2+,CURTIS_H004103_T01_01_WG01,ZNF251,2,ENSG00000198169,,chr8,145946292,145981802,8q24,IC9
HER2+,CURTIS_H004103_T01_01_WG01,WDYHV1,2,ENSG00000156795,,chr8,124428965,124482268,8q24,IC9
HER2+,CURTIS_H004103_T01_01_WG01,NSMCE2,2,ENSG00000156831,,chr8,126103921,126379362,8q24,IC9
HER2+,CURTIS_H004103_T01_01_WG01,SHARPIN,2,ENSG00000179526,,chr8,145153536,145163027,8q24,IC9
HER2+,CURTIS_H004103_T01_01_WG01,CYHR1,2,ENSG00000187954,,chr8,145674965,145691060,8q24,IC9
HER2+,CURTIS_H004103_T01_01_WG01,ZNF707,2,ENSG00000181135,,chr8,144766622,144796068,8q24,IC9
HER2+,CURTIS_H004103_T01_01_WG01,GLI4,2,ENSG00000221850,,chr8,144349603,144359101,8q24,IC9
HER2+,CURTIS_H004103_T01_01_WG01,DERL1,2,ENSG00000136986,,chr8,124025404,124054663,8q24,IC9
HER2+,CURTIS_H004103_T01_01_WG01,FAM84B,2,ENSG00000168672,,chr8,127564687,127570638,8q24,IC9
HER2+,CURTIS_H004103_T01_01_WG01,TOP1MT,2,ENSG00000184428,,chr8,144386554,144442149,8q24,IC9
HER2+,CURTIS_H004103_T01_01_WG01,KIAA1688,2,ENSG00000147799,ARHGAP39,chr8,145754563,145831201,8q24,IC9
HER2+,CURTIS_H004103_T01_01_WG01,VPS28,2,ENSG00000160948,,chr8,145648984,145653946,8q24,IC9
HER2+,CURTIS_H004103_T01_01_WG01,PPP1R16A,2,ENSG00000160972,,chr8,145703352,145727504,8q24,IC9
HER2+,CURTIS_H004103_T01_01_WG01,SCRIB,2,ENSG00000180900,,chr8,144873090,144897549,8q24,IC9
HER2+,CURTIS_H004103_T01_01_WG01,PTK2,2,ENSG00000169398,,chr8,141667999,142012315,8q24,IC9
HER2+,CURTIS_H004103_T01_01_WG01,MFSD3,2,ENSG00000167700,,chr8,145734457,145736596,8q24,IC9
HER2+,CURTIS_H004103_T01_01_WG01,EXOSC4,2,ENSG00000178896,,chr8,145133529,145135550,8q24,IC9
HER2+,CURTIS_H004103_T01_01_WG01,FAM83H,2,ENSG00000180921,,chr8,144806103,144815971,8q24,IC9
HER2+,CURTIS_H004103_T01_01_WG01,WDR67,2,ENSG00000156787,TBC1D31,chr8,124054208,124164393,8q24,IC9
HER2+,CURTIS_H004103_T01_01_WG01,BOP1,2,ENSG00000170727,,chr8,145486055,145515082,8q24,IC9
HER2+,CURTIS_H004103_T01_01_WG01,CPSF1,2,ENSG00000071894,,chr8,145618444,145634733,8q24,IC9
HER2+,CURTIS_H004103_T01_01_WG01,MAL2,2,ENSG00000147676,,chr8,120177273,120257913,8q24,IC9
HER2+,CURTIS_H004103_T01_01_WG01,SQLE,2,ENSG00000104549,,chr8,126010739,126034525,8q24,IC9
HER2+,CURTIS_H004103_T01_01_WG01,ZNF250,2,ENSG00000196150,,chr8,146101882,146127553,8q24,IC9
HER2+,CURTIS_H004103_T01_01_WG01,MRPL13,2,ENSG00000172172,,chr8,121393000,121457642,8q24,IC9
HER2+,CURTIS_H004103_T01_01_WG01,FAM91A1,2,ENSG00000176853,,chr8,124780696,124827692,8q24,IC9
HER2+,CURTIS_H004103_T01_01_WG01,ATAD2,2,ENSG00000156802,,chr8,124332090,124428590,8q24,IC9
HER2+,CURTIS_H004103_T01_01_WG01,MAF1,2,ENSG00000179632,,chr8,145159402,145162514,8q24,IC9
HER2+,CURTIS_H004103_T01_01_WG01,TRAPPC9,2,ENSG00000167632,,chr8,140739968,141468678,8q24,IC9
HER2+,CURTIS_H004103_T01_01_WG01,DQ894708,2,ENSG00000164758,MED30,chr8,118532952,118552501,8q24,IC9
HER2+,CURTIS_H004103_T01_01_WG01,C8orf76,2,ENSG00000189376,,chr8,124232197,124253638,8q24,IC9
HER2+,CURTIS_H004103_T01_01_WG01,UTP23,2,ENSG00000147679,,chr8,117778742,117861702,8q24,IC9
HER2+,CURTIS_H004103_T01_01_WG01,ZNF7,2,ENSG00000147789,,chr8,146052849,146072894,8q24,IC9
HER2+,CURTIS_H004103_T01_01_WG01,RECQL4,2,ENSG00000160957,,chr8,145736671,145743229,8q24,IC9
HER2+,CURTIS_H004103_T01_01_WG01,GPAA1,2,ENSG00000197858,,chr8,145137493,145141119,8q24,IC9
HER2+,CURTIS_H004103_T01_01_WG01,MTBP,2,ENSG00000172167,,chr8,121457640,121554373,8q24,IC9
HER2+,CURTIS_H004103_T01_01_WG01,RAD21,2,,,chr8,117858174,117887105,8q24,IC9
HER2+,CURTIS_H004103_T01_01_WG01,ZNF34,2,ENSG00000196378,,chr8,145998499,146012730,8q24,IC9
HER2+,CURTIS_H004103_T01_01_WG01,MYC,2,,,chr8,128747680,128753680,8q24,IC9
HER2+,CURTIS_H004055_T01_01_WG01,EIF2C2,2,ENSG00000123908,AGO2,chr8,141530255,141645718,8q24,IC9
HER2+,CURTIS_H004055_T01_01_WG01,TAF2,2,ENSG00000064313,,chr8,120743015,120845103,8q24,IC9
HER2+,CURTIS_H004055_T01_01_WG01,DSCC1,2,ENSG00000136982,,chr8,120846216,120868250,8q24,IC9
HER2+,CURTIS_H004055_T01_01_WG01,FGF4,4,,,chr11,69585784,69590171,11q13,IC2
HER2+,CURTIS_H004055_T01_01_WG01,WDYHV1,5,ENSG00000156795,,chr8,124428965,124482268,8q24,IC9
HER2+,CURTIS_H004055_T01_01_WG01,EFR3A,5,ENSG00000132294,,chr8,132916335,133025889,8q24,IC9
HER2+,CURTIS_H004055_T01_01_WG01,NSMCE2,5,ENSG00000156831,,chr8,126103921,126379362,8q24,IC9
HER2+,CURTIS_H004055_T01_01_WG01,PHF20L1,3,ENSG00000129292,,chr8,133787604,133861052,8q24,IC9
HER2+,CURTIS_H004055_T01_01_WG01,DERL1,3,ENSG00000136986,,chr8,124025404,124054663,8q24,IC9
HER2+,CURTIS_H004055_T01_01_WG01,FAM84B,5,ENSG00000168672,,chr8,127564687,127570638,8q24,IC9
HER2+,CURTIS_H004055_T01_01_WG01,CCND1,4,ENSG00000110092,,chr11,69455855,69469242,11q13,IC2
HER2+,CURTIS_H004055_T01_01_WG01,PTK2,2,ENSG00000169398,,chr8,141667999,142012315,8q24,IC9
HER2+,CURTIS_H004055_T01_01_WG01,PPFIA1,4,ENSG00000131626,,chr11,70116806,70231418,11q13,IC2
HER2+,CURTIS_H004055_T01_01_WG01,WDR67,5,ENSG00000156787,TBC1D31,chr8,124054208,124164393,8q24,IC9
HER2+,CURTIS_H004055_T01_01_WG01,ACER3,2,ENSG00000078124,,chr11,76571911,76737841,11q13,IC2
HER2+,CURTIS_H004055_T01_01_WG01,CTTN,4,ENSG00000085733,,chr11,70244510,70282690,11q13,IC2
HER2+,CURTIS_H004055_T01_01_WG01,MAL2,4,ENSG00000147676,,chr8,120177273,120257913,8q24,IC9
HER2+,CURTIS_H004055_T01_01_WG01,SQLE,5,ENSG00000104549,,chr8,126010739,126034525,8q24,IC9
HER2+,CURTIS_H004055_T01_01_WG01,MRPL13,2,ENSG00000172172,,chr8,121393000,121457642,8q24,IC9
HER2+,CURTIS_H004055_T01_01_WG01,FAM91A1,5,ENSG00000176853,,chr8,124780696,124827692,8q24,IC9
HER2+,CURTIS_H004055_T01_01_WG01,ATAD2,5,ENSG00000156802,,chr8,124332090,124428590,8q24,IC9
HER2+,CURTIS_H004055_T01_01_WG01,TRAPPC9,2,ENSG00000167632,,chr8,140739968,141468678,8q24,IC9
HER2+,CURTIS_H004055_T01_01_WG01,DQ894708,2,ENSG00000164758,MED30,chr8,118532952,118552501,8q24,IC9
HER2+,CURTIS_H004055_T01_01_WG01,C8orf76,5,ENSG00000189376,,chr8,124232197,124253638,8q24,IC9
HER2+,CURTIS_H004055_T01_01_WG01,UTP23,2,ENSG00000147679,,chr8,117778742,117861702,8q24,IC9
